id,qA,qB,qC,qD
100064,39.2943049554,45.0162895467,41.9262034947,45.5908890676
100065,34.4461673561,37.8525688198,34.0843870363,40.3629197912
100066,43.9942653787,57.4205129239,44.2888588264,49.2758043046
100067,39.6303881168,41.3806681998,40.3595080485,41.8732548107
100068,76.3854503386,71.2713333637,73.9552710713,68.9372765707
100069,79.0422262053,67.4205323254,76.3829313319,72.8695374822
100070,43.0640546605,43.0640546605,46.4862519715,47.2389279818
100071,64.8006054572,67.7461770784,79.7924570844,85.6507843877
100072,61.6929777737,61.8444787408,59.8268064022,56.8280850746
100073,53.4530345906,48.0413206296,48.0760977854,42.8760493338
100074,37.5740368551,33.2448122067,43.2143332513,44.8648598868
100075,55.4002526996,55.8327026532,59.4822647968,56.096429933
100076,49.1617918038,44.0339891484,42.7203974352,49.8780429293
100077,32.19698286,33.7825749928,32.3419141663,32.4321406291
100078,30.841230688,31.9398770895,33.8055014061,33.3345869992
100079,43.719086398,45.0844627413,43.6872820691,41.5013986458
100080,39.562848174,39.8000340758,39.936195656,41.0709279659
100081,58.6323557594,70.7736096951,69.4218191712,60.6246042481
100082,34.7224039153,31.8868812396,41.7075510479,42.799481339
100083,32.6489115698,33.5545864005,32.6263908737,30.2290043036
100084,38.416760031,42.8232244629,40.724313299,55.8124191951
100085,66.7334508026,66.288302699,57.6829971922,57.5802718666
100086,41.1299379315,39.5918190793,41.4437985695,38.7025722758
100087,34.6814748197,29.1413973102,49.7203533678,39.2772059972
100088,52.5501469866,47.3824075335,55.7486161913,47.3824075335
100089,60.7832620206,60.7832620206,61.1366852023,63.7050594319
100090,38.7494972643,48.1825534968,39.4522698297,33.0303815577
100091,76.5078624976,77.4832993759,71.231549577,71.0570080598
100092,31.1681883079,35.0389856876,31.2391979502,35.7490664907
100093,36.5404320355,36.6775376596,34.3387069186,44.0110378151
100094,56.1899839159,55.9357126142,55.9357126142,55.9357126142
100095,84.3874672983,87.8602791631,87.3770401051,88.2592485561
100096,56.615097416,63.036338906,50.5919658386,56.9198945157
100097,51.4565323126,56.3850138334,64.2089239961,64.7596768114
100098,44.5964561337,67.3666619992,49.5218935797,48.8503998306
100099,38.1502034055,40.6098053333,33.4398225127,41.0959378916
100100,82.8437213053,91.2273740591,86.3403267899,82.1880327438
100101,43.2083452225,43.3821564611,43.3542373418,44.4129017222
100102,82.6306886178,77.110136159,77.7953133473,81.9455114294
100103,39.4956660194,39.4162272394,39.9809576995,40.4180305773
100104,41.0854294257,41.3610835375,38.0881948584,41.2214134611
100105,41.9380845237,38.8527933513,32.3221763245,39.96383717
100106,53.8034663124,47.5746245465,77.488198365,53.5287776293
100107,54.239764175,53.6416589377,47.7438352822,47.0557098261
100108,44.1179569049,48.1501468199,46.8924644108,37.9536637795
100109,49.8726227408,44.0394640217,43.7604199488,44.9166943489
100110,81.2528296878,69.7298394288,81.9804045911,73.4272341261
100111,64.2256139463,67.7637886196,70.9174234855,62.4150780585
100112,61.9313759356,63.0988511522,61.0515043954,65.6873798105
100113,64.690781005,61.8220028851,61.8220028851,61.6134452258
100114,36.6132536766,35.2823747587,30.5290835032,35.1741511705
100115,52.6128374347,52.6128374347,54.5618591123,60.0826431677
100116,51.9194346197,44.4137655182,51.270513654,53.4145299842
100117,43.5228070901,40.7068721875,35.7953491677,38.2895279549
100118,31.6541507491,44.2909583117,51.3367681536,45.4699636946
100119,55.850790959,41.9786082781,65.4579031938,45.0528912885
100120,42.96696831,41.5367693886,42.2470696567,44.0927931698
100121,46.8932850435,44.3378480518,46.3444355709,43.7889985792
100122,69.6692184666,63.6228976998,66.2108326727,63.1179968028
100123,63.8166450517,66.0121266345,71.1654586724,71.3979614213
100124,36.8500158283,29.1577388084,34.1603426312,26.8597399289
100125,56.3886312643,52.066843726,51.4805952875,55.5508937208
100126,32.9295641997,36.1677396807,43.4397657967,38.1695085058
100127,93.500234772,95.9898866592,96.8890606185,96.4763311424
100128,31.2780676298,37.9209970248,34.2324536208,36.8258740015
100129,44.7224495593,47.4148992068,49.0497529079,46.1430828743
100130,32.1314740943,29.9743043443,32.5110671911,27.8847005042
100131,36.0485402829,24.6777926586,29.3822867397,30.9527392157
100132,53.8296265402,57.4429756064,62.2521255284,65.9019730699
100133,53.1284492586,52.8045210999,52.3342090445,48.3570070209
100134,38.8141586441,38.6643678325,38.4536232296,39.8203117992
100135,37.1604844213,35.6444660432,41.6339875883,44.2189946115
100136,56.4094692369,59.4021268454,54.9182686495,58.3796685411
100137,41.3286003433,40.1445423929,43.7647581209,41.5100193682
100138,41.7308774547,35.9054019703,37.3384605269,46.2934165652
100139,67.5565501509,73.3776363081,61.2627163469,62.5118334908
100140,77.9971322803,74.1132970691,76.018231106,70.5562908825
100141,31.8999708344,32.8878117164,34.4188967728,32.5244953056
100142,24.0360908341,21.2410101163,28.9804180252,19.1047894099
100143,33.0781614675,36.7835427367,36.5524646723,35.5752624738
100144,56.4020015067,49.8125981221,59.906787352,69.8725489302
100145,33.7831755756,43.5723207198,40.2597692085,32.4601395174
100146,43.6711341633,43.830365559,48.9517584453,48.670715203
100147,69.8778821917,69.6088031041,70.0083057873,69.7392266998
100148,34.5612874001,35.4367563814,35.7220554009,38.6506237741
100149,36.9809264046,36.9809264046,42.0409803588,40.7043776466
100150,52.8294059412,55.5704767435,54.1915312441,49.7100677372
100151,41.875340566,45.3169787229,39.0141155191,49.7602981071
100152,51.8254052093,47.2140980491,55.491972598,50.0508147653
100153,60.5004297479,64.4431754107,59.1953620305,58.5328335329
100154,58.2102771822,61.3002071723,54.7867300612,48.6361571697
100155,52.3335544778,57.7840364135,52.5063426434,55.2098061005
100156,37.7982327478,43.974729735,37.7982327478,44.7277535736
100157,55.7928328149,59.9622331814,56.4777864701,55.7928328149
100158,49.8297385236,46.5146319582,47.6531478996,49.5232420961
100159,41.4534649967,41.4534649967,41.4534649967,41.4534649967
100160,25.3993587314,24.5944781116,21.1108053582,25.5885299084
100161,50.3354513847,53.2526357398,53.4903093648,54.984209423
100162,74.9253357244,73.3281243919,68.1096188191,66.1989139964
100163,37.3089277721,37.6379587105,35.7403249152,30.2789935351
100164,49.0089057862,51.7637699136,51.1138359284,51.2504140519
100165,80.2552862452,80.3029063906,79.440189466,80.8509221771
100166,40.4344540863,41.3281877587,41.4045000574,42.9510056251
100167,41.5473797009,41.5510896273,49.3002569852,57.2418859405
100168,35.7220871397,33.9953879851,37.4979574476,45.4371150205
100169,41.5072631856,35.3648816401,34.0851083551,32.8045258833
100170,66.5141798262,71.0625719407,65.4779036005,72.8353150934
100171,38.2219945693,46.06421046,48.3489129124,53.0431855554
100172,58.0727846632,54.3511613262,64.6017016266,55.0238105762
100173,108.600849209,116.826663139,115.001757543,105.143803599
100174,51.5490029819,54.0236263573,51.5468538304,50.3992905005
100175,47.0048453319,48.2968457954,44.5403793185,44.093638893
100176,58.2100631349,66.2009937229,65.1981826055,62.3459043987
100177,56.499514056,55.816839894,64.8246704576,65.1917161809
100178,26.3838907734,25.6485458537,34.5757170507,32.8792823648
100179,70.9236900245,70.3157020813,74.4262472617,87.1384052901
100180,66.1078793252,66.5331716842,73.7504857958,67.9531782079
100181,46.3365632495,44.5456242522,42.1307756242,51.5612359363
100182,57.9965907158,52.0513809072,56.9201025365,62.3243461565
100183,57.3014137993,50.9477166589,50.9477166589,50.9477166589
100184,74.31745592,69.7661108238,73.8326442303,73.8326442303
100185,81.3960020497,96.1056552472,96.9545601164,95.3756590048
100186,34.7243296444,35.7604647211,34.7360155307,35.5537142621
100187,112.346209744,118.089505906,107.608862187,107.840876814
100188,31.4891086107,31.5089375724,32.853413774,32.1273502639
100189,34.7469377411,22.1299463874,34.2112249315,24.5808498955
100190,67.5374675871,65.5106334243,70.2597034877,76.0641639885
100191,70.7913450746,75.3843461537,73.7141942465,68.1517957046
100192,28.6715468258,28.9152901596,30.74991181,24.3211765934
100193,50.4481635283,50.4961670982,47.1034912641,40.3412900615
100194,51.1781736923,50.5324069224,56.7507055355,47.6554636884
100195,77.9065180103,79.5982873979,60.2900368011,73.5444478647
100196,40.9064043357,37.7162355124,37.7162355124,40.9064043357
100197,20.6848268938,26.6905054025,28.9580633203,30.4780876362
100198,47.5063003624,47.1636126971,43.4287550653,42.9386310896
100199,63.8495276503,59.6415306312,64.1571586238,59.8072100157
100200,47.8275080111,38.6017239344,45.9259646336,49.3021641824
100201,37.504425645,32.724012244,28.8534858458,24.1499892502
100202,35.795861634,33.7810078638,42.6974293585,33.4992455822
100203,44.4395750136,58.5098091862,53.7173755608,48.9079109868
100204,40.5534037585,47.5647762639,53.4734637327,42.5823534078
100205,41.7647775373,41.7647775373,43.0616923054,49.6389744448
100206,37.2743726252,35.6468753511,37.2652998057,41.9022530599
100207,49.6933913539,49.6933913539,55.9221099762,57.1517218024
100208,49.423988486,46.8990296309,44.7406959611,42.2636296635
100209,57.0875203027,51.9768294695,51.2107286934,56.5124677583
100210,37.5011022773,29.9789182578,42.3776974147,41.1535050566
100211,60.7968521444,59.6290820529,64.8830132542,63.9047648951
100212,58.3927569505,55.2626818696,54.6241103507,60.8058060956
100213,89.6987049968,81.8535658509,74.2275701407,87.99752357
100214,113.792313346,113.792313346,110.682321373,108.758699322
100215,53.1963014755,53.9151627665,51.312936125,62.8831856104
100216,30.1751305397,37.2182846369,32.7034058745,24.0314341713
100217,64.6009138138,64.6009138138,64.6009138138,58.9034008375
100218,48.9194411184,49.8919202135,49.4807353328,50.4952947615
100219,20.7440271347,18.0135588635,15.1753039286,21.4101330104
100220,88.9378466757,88.9378466757,88.4312185606,88.4312185606
100221,42.7105192421,48.1636449565,55.5956646549,48.4721324987
100222,31.7616740494,35.3182463402,36.3471520383,35.4599110241
100223,69.1914540751,68.5883350404,71.7456958169,64.7151608087
100224,38.120618929,40.3120808889,48.1431193988,48.371447527
100225,47.2995917019,44.6214718527,41.3889958299,52.0282956575
100226,55.8711154011,54.7981250351,55.6828736125,57.4340487312
100227,72.4833693162,73.4724511256,65.3085257205,63.4718334323
100228,79.6375670234,82.9093519469,92.863589072,91.5290536311
100229,34.0368029651,29.3474658325,28.7822332711,31.8784457134
100230,26.9618946774,32.786827899,32.7600062673,29.3368204455
100231,52.8987008579,52.4649796778,59.6667865228,57.4051223067
100232,93.860466039,102.415999856,95.5010352231,98.2763502223
100233,62.6404918417,60.9072538664,60.1197675601,60.0307234544
100234,90.3696272571,78.785840477,75.7133654066,84.6410042582
100235,35.062719443,33.9105895235,33.4304048928,39.186719199
100236,34.253696637,30.266815836,29.0151647484,32.4831173757
100237,36.3455322093,41.3371654536,39.3544888048,42.0156435228
100238,38.7126930628,44.2649611893,47.7534609471,44.1688215183
100239,43.9918696638,43.745165609,42.9638256992,39.2364223324
100240,55.3381312918,51.2653390892,46.960990844,43.766121891
100241,158.378331143,160.139205188,151.620749008,151.583925137
100242,45.4048931382,47.2011004496,47.1557118105,42.4145654651
100243,36.344250702,37.4940829395,38.8070942533,40.6313546008
100244,54.3297746804,54.3297746804,54.3297746804,57.5744919617
100245,50.2869574215,54.3050526818,55.9145966919,58.816672209
100246,64.3607232585,68.4276934096,72.7705350363,55.3685198463
100247,24.0474421821,24.9449259876,28.0828460168,27.8229815162
100248,30.4128281008,31.5538643376,33.7700181185,31.8632671843
100249,27.5983955807,25.9345941871,24.0122189941,23.5579569695
100250,36.4053793329,38.0058773176,43.5018475904,43.6814790373
100251,77.5141881451,79.415145837,57.2567876979,64.0478227918
100252,56.5583188058,53.9453037566,54.7344168986,56.2735692489
100253,78.019799365,70.2258088926,80.7541552598,79.7906944022
100254,60.364421188,59.6131027237,60.654616734,55.2413940133
100255,40.0047713941,40.9098572928,41.5726927433,44.5839767357
100256,72.3290312465,71.7744651793,66.3765029472,58.3346493693
100257,30.5195270013,31.1499680791,28.2366515736,35.2655972953
100258,141.518855473,137.794059227,149.014197594,149.014197594
100259,73.7540077007,73.1751633542,75.4252575156,73.9300209592
100260,47.6827298351,50.3645091145,47.6827298351,50.8128825491
100261,42.2850134918,51.204471276,46.7787117686,38.7293527479
100262,46.6402249393,51.742057518,54.8682822362,41.5531617462
100263,51.4190306324,51.7965933446,52.5318271744,53.802198426
100264,69.6489545525,68.2077607507,69.6170353066,68.9940255546
100265,37.9912657372,33.4341204571,32.23763248,33.2961673637
100266,81.9824492808,82.6449639284,82.5771670389,81.5839421901
100267,71.4817314012,63.8032151377,73.1619594101,73.6893490301
100268,34.9150146303,36.5312693084,38.7585387271,35.6324788401
100269,65.4381532944,63.2113639307,66.2082607968,49.7507946392
100270,37.7944572777,40.1834585522,42.1122944365,38.0468825838
100271,66.8275054987,66.0691613801,68.3046803218,73.1303579087
100272,122.74550642,112.519691408,102.237220327,96.6843847368
100273,69.3802067111,67.8562885866,65.1177867173,83.295711854
100274,51.5257423919,60.5307716343,60.5577527315,59.5768052453
100275,42.0626414443,40.0063625502,39.5937612059,38.123312747
100276,51.7995851998,68.6118475623,52.2542668332,52.1485766586
100277,29.0442439272,29.0442439272,34.0972096362,36.641919818
100278,55.2599380724,52.4653019938,52.4653019938,44.153908748
100279,42.7925737349,43.6435625099,39.5308456328,43.2501883248
100280,45.5552082099,43.7164387378,46.5734996549,46.5448171762
100281,57.6314753139,58.7210159213,60.7968491608,59.102923047
100282,55.9689482199,48.1395911956,47.5934300254,49.8965678352
100283,53.0452673691,51.350836118,53.2058843058,57.8722730955
100284,46.5454715909,40.4908252452,47.7555106226,35.405019956
100285,85.8604465344,82.2969166768,78.9685311652,82.149005787
100286,56.971186808,63.087987909,56.2647469439,71.6751412514
100287,44.2635458125,56.4229700091,56.5842280106,53.7447344542
100288,36.2357817342,47.0533893064,43.8569413937,48.0484509874
100289,52.7987864684,51.4734284184,51.3187241979,53.7398491754
100290,47.2261403776,47.1692727791,48.570827432,48.0160597874
100291,97.4028247904,101.595244541,94.8211825972,91.3064203365
100292,60.8994009296,60.8994009296,60.8994009296,60.8994009296
100293,57.8262010046,52.8196866494,58.0861585563,60.2899069962
100294,43.5213350608,45.0984647984,45.4315222623,43.0395102173
100295,90.915383577,90.915383577,90.915383577,90.915383577
100296,89.6612064165,92.9602742932,90.5693635287,93.8868750538
100297,75.1591085471,74.490517747,75.1616841249,74.6972157289
100298,64.3224563412,64.3224563412,64.3224563412,64.3224563412
100299,43.0745028518,39.0549317681,39.4529146659,34.0434048046
100300,77.5342708361,72.8027658907,62.5767411487,66.9176561158
100301,59.4872255121,55.9981509092,61.3055176204,57.015849573
100302,60.7821004786,67.9546674928,60.7821004786,61.3310624718
100303,49.4792893413,49.7766205943,48.5399715234,46.2650079642
100304,66.3394695377,66.3394695377,71.1080023105,69.505626925
100305,52.2054615793,51.9771046723,49.1173040075,47.9021213267
100306,86.7199734207,72.3922094748,78.014360813,74.8403021079
100307,44.2480169125,50.6848604221,58.7252705327,50.352616821
100308,38.9866196382,38.9866196382,41.0829264844,47.8825553493
100309,56.2734418318,57.0595204188,55.01491185,52.2072075287
100310,51.5189899559,60.9099101401,54.9027439861,49.568297911
100311,50.1208265368,50.1208265368,46.9567954554,47.8440607631
100312,27.7613778536,34.6381992309,36.6546919286,27.4449284124
100313,38.3263587734,42.2262033931,39.8046862212,41.5255160079
100314,59.7415055196,73.9622909851,59.7415055196,68.7383817481
100315,97.621799749,102.545987658,101.529204449,94.2076137905
100316,32.805959102,32.8477607976,40.1269541388,38.9904754795
100317,65.4655565046,60.5370558934,60.5370558934,63.7853219266
100318,49.8836373412,50.8135574588,47.2984555627,50.9151572874
100319,37.2877968302,49.1326640332,38.8578741596,36.7162845564
100320,61.4660206271,59.8261428015,60.4934432947,63.6308969685
100321,36.1210101849,41.2373892873,36.1523104272,47.1351067983
100322,45.6962256891,45.6372005106,45.7958183407,45.1180057897
100323,101.961510411,93.3628722088,95.6015508285,101.410178161
100324,44.5049758812,48.8307801349,47.7248880454,46.3939907102
100325,38.7719533149,45.5846733526,38.8695741559,40.4959444765
100326,52.0769466428,52.2171694164,58.124434214,57.5342400175
100327,26.0441192738,26.6365596385,36.6904603333,35.8782216313
100328,35.5534985449,41.0695671528,40.2256631127,39.0729510682
100329,54.7147812803,57.4622230864,47.7060342327,56.0448109677
100330,51.2252379788,43.1678316153,48.2313768993,42.0248711973
100331,28.1006999068,32.4319245049,27.4755355529,28.1958462775
100332,29.7772373272,29.7772373272,37.3827821927,32.7404457476
100333,36.4131355933,39.8744268973,37.1858493307,34.5259456258
100334,39.0567851677,41.7766735989,40.4496280433,39.6991582385
100335,31.3647872763,31.3647872763,42.5888499657,42.141924106
100336,33.2476233147,35.0928321109,31.7025531956,29.4739066232
100337,62.4322726037,65.2014254355,68.3272458651,60.2456188417
100338,48.5250045892,42.2190262514,45.3837254661,40.3619096437
100339,75.3859264506,75.3859264506,75.3859264506,75.3859264506
100340,83.3812268005,85.3769006127,81.6357362529,77.8417885865
100341,54.898489578,61.2214816348,51.9616999558,54.507483139
100342,37.0813572713,37.8570506424,49.6623542987,46.5882934397
100343,58.6054934027,61.577707511,67.5623821919,56.0270924451
100344,35.3899130226,38.5179327637,28.8602026938,36.8455577093
100345,86.8134468586,87.7886478987,74.9507479342,82.738912992
100346,45.2047504295,64.4365323654,50.5226568053,54.7884204151
100347,49.9175796644,52.595834454,56.1181222514,52.7522931971
100348,46.8775056434,48.1956585818,50.5590963464,50.2930222641
100349,80.4046500658,81.0069997962,80.8531894823,81.6523580834
100350,28.2049072673,23.3679275056,28.1076601093,28.6687757845
100351,68.7651422514,71.0343498945,63.9486080058,72.2266893625
100352,100.36048017,105.204214901,97.0593116611,99.3804750781
100353,60.6830287453,63.6076452091,67.9528094912,61.7341551477
100354,52.6404612398,51.9491474171,49.2241194604,47.1549854636
100355,39.9302128411,36.4751239536,37.6220207136,39.6286797832
100356,17.5192891262,20.2051631589,20.6206593894,15.8101537919
100357,43.7197211922,38.1508484806,37.9114746554,34.1359827386
100358,28.2972072348,33.1242751373,33.0017915182,30.1979542223
100359,33.0143992502,29.2452186227,33.5436635426,31.6723513793
100360,21.3233639607,27.4546268331,20.1351531818,22.9765740399
100361,26.8500678893,25.8690579282,27.323999617,22.8855040741
100362,66.4291687734,49.7824943657,49.9441574727,54.0442597862
100363,26.5375077759,26.0280577034,28.6470018826,28.6993641751
100364,37.1001094246,42.6539609452,36.7731586704,36.6158919998
100365,59.2332227115,59.6982621691,62.7095020187,61.41760854
100366,67.316376316,69.5437025811,70.0916051993,67.316376316
100367,59.6048394091,60.91882056,53.7872063977,49.210739488
100368,58.2415315712,56.6732596369,58.4608813177,59.7682379584
100369,35.4263220807,36.7161699909,42.4678571648,41.6173182358
100370,24.4118476901,28.7626374486,26.8492527707,25.9929109862
100371,35.4846175799,48.2698674495,62.5571316618,46.9981631169
100372,44.1549539144,38.5519299908,33.2523129319,35.1661103361
100373,65.1815632063,54.3318428652,62.8699003899,67.1751090333
100374,74.3168250211,80.3837907315,79.3230487839,76.2514919504
100375,43.1198340422,49.2689235488,40.5049695423,49.9836213819
100376,59.666443025,56.5823301333,56.6851101329,59.666443025
100377,46.8748806443,45.5601158718,43.5951316197,45.7577921319
100378,62.1123526204,65.2597894402,67.7637667449,65.4673071502
100379,52.5007434837,52.5007434837,52.5007434837,60.3683173847
100380,66.5348395235,68.6310884064,68.4860825879,59.3306439331
100381,91.5810865269,85.4780313454,81.4361190942,81.9087541833
100382,67.537340322,56.7298018379,60.6323588406,66.2062715527
100383,51.489426372,51.489426372,44.4643698819,43.4203530143
100384,81.0507062342,86.5833170003,88.9461486942,87.2655330024
100385,27.4682905113,25.4421334903,27.2441890991,29.244211704
100386,35.7177569262,35.2467342316,37.9864611072,44.1700334778
100387,46.1836310045,49.7585075628,45.4570384276,49.1252305677
100388,35.9000460246,34.7428225932,35.3761240433,38.3145221197
100389,49.2035316096,49.9927540081,55.5039553607,44.1428546278
100390,65.3947407559,73.7768344749,62.8479361622,59.2749854361
100391,39.7101587763,39.7101587763,45.0641629469,46.2890915137
100392,23.8352440039,28.9615009415,31.866930805,32.7242686344
100393,40.8134110272,36.8313786104,42.1268508944,44.2740700199
100394,66.969740302,63.989419474,56.118683296,56.3804702261
100395,71.860781089,73.4367665532,77.4648910242,78.9879022703
100396,33.5236971054,34.5693449556,38.2120865895,41.3439939047
100397,43.041774253,45.3901714301,65.1779571512,70.4727553632
100398,164.045126015,169.367562077,170.830862598,198.099273743
100399,66.658549033,73.6691977976,74.3414906826,66.658549033
100400,44.8258330889,44.8258330889,44.8258330889,46.9638968546
100401,34.3197898666,34.3197898666,36.522762857,34.6519906559
100402,41.0959068761,47.8924213825,41.0959068761,47.8924213825
100403,39.0156622732,40.4463187382,39.5027662922,41.2951442418
100404,78.3091084997,78.7286560213,85.8970934736,77.5732974857
100405,34.0861867214,33.3143898882,29.0157634813,30.4820251047
100406,75.634640519,69.7156389981,72.8581187028,70.2808330762
100407,64.9543333387,60.2021188581,64.2930395874,58.5918211592
100408,77.4710236565,69.7896700616,72.2702311812,63.736789877
100409,38.3857517514,36.237177307,35.5564408496,35.5564408496
100410,40.561385053,40.1777700278,43.2211728247,44.9263379922
100411,38.1492667658,38.5173531264,35.8689029608,43.4658425459
100412,41.4085359173,27.8484565574,32.6021014811,35.5999600175
100413,70.8349515901,70.8349515901,65.74477325,70.0222924541
100414,40.116887241,39.3766242132,39.2282151171,42.7201378068
100415,34.4448863391,45.3042993014,35.9006656656,40.5049547535
100416,35.5756283985,35.5756283985,38.2706013073,36.4207551545
100417,29.3745268288,27.2275070703,40.3836894451,27.3285652683
100418,65.3802058931,66.798602672,69.156879283,77.3064708124
100419,29.2647979585,35.5862442319,45.3639952087,32.6596283863
100420,51.0941319832,47.5745069169,49.7932594003,57.7215503653
100421,66.66534651,78.0348838841,66.4188540746,61.7732623497
100422,48.1052904056,48.1088866538,43.3181884782,43.2503970323
100423,58.0505819006,59.0278136184,56.2581613783,56.5716026255
100424,47.9251707863,56.0826201082,52.7031548015,54.5291150507
100425,63.7385603154,66.2013740121,75.0890289238,74.2664062
100426,38.7836441278,40.820504973,39.0450149929,44.9370565372
100427,67.735390636,58.9504034271,63.5730039942,64.0150346259
100428,76.1658760546,80.888816249,67.2254356736,67.4279942526
100429,57.8179223674,58.4645468422,60.4793981655,59.8756745403
100430,34.3033468599,25.9229245109,28.2663582391,37.4766166494
100431,41.0982983075,40.0993459148,41.0487578441,51.875933179
100432,133.801812443,124.664199719,134.127699232,139.510986479
100433,85.6965865283,85.2701275635,79.3754969324,84.0983632908
100434,40.6567103146,44.9792514553,40.6707281424,47.2420484636
100435,45.5181044602,36.116677473,41.790705045,38.8989640317
100436,37.7267500007,43.6120805031,45.5507623915,40.5014470405
100437,53.201141461,38.5546707347,38.3967209427,40.615499043
100438,66.0982636714,53.8026153903,60.2857866733,57.9297711825
100439,37.0953728513,38.4158530925,39.6173821915,41.4288528833
100440,31.7094415076,38.2887172028,27.6424034495,30.2772655962
100441,68.5379944413,70.8757999732,65.5976858213,72.3313115951
100442,65.0545881196,60.1417354907,58.7085238999,61.5897167318
100443,108.959034122,110.240264464,110.240264464,108.959034122
100444,54.8654514568,49.3910778458,52.9613753486,53.8759607935
100445,53.8926174406,59.8851584246,52.7100720799,61.0630414198
100446,72.0396848825,61.9460524634,62.5982239396,61.9460524634
100447,76.1818695072,70.2714907767,63.6731181473,63.946344595
100448,32.8581654235,29.8835522771,31.7866880762,30.389681219
100449,34.6874454529,38.1092202893,34.6099787632,36.1729179301
100450,131.551610595,121.01792467,129.303649358,125.012387952
100451,43.0792279131,57.3498527806,48.6909060189,44.021149284
100452,71.2547219618,64.113509182,80.1166893653,70.7861594931
100453,44.8977055478,36.9362452024,44.1290592896,37.4147821607
100454,48.9649064933,43.8665620339,45.7618928026,47.0122647706
100455,85.216245429,99.8028145616,92.6725154555,86.9719500393
100456,42.8216085389,45.4088126099,42.8216085389,46.1997168833
100457,84.1428653012,78.3248148559,85.1381242469,82.504455925
