a,b,c,d
2.017277623350643125e+02,1.661935841062613690e+02,2.229715287693637151e+02,1.250118189129668451e+02
9.415094030914550558e+02,7.563733041362373797e+02,1.050007406674504864e+03,1.451197143796725868e+03
8.222653843475178803e+01,7.429832268209906943e+01,1.418487127642798100e+02,2.046058603237710827e+02
8.319472258462274112e+02,9.004701129424659030e+02,8.686529754394953216e+02,9.825997374225169096e+02
9.095958255974811664e+02,5.568888258034298815e+02,6.843008387142122046e+02,4.734541850073396745e+02
4.749689937075667956e+01,7.502447448026316579e+01,1.405648166359541165e+02,8.279088596319076032e+01
1.992319306309615854e+02,7.056615634331890874e+01,6.256254000614836741e+01,8.055293194998327522e+01
1.362307067400453775e+02,1.463187284914192219e+02,3.759391583012930482e+02,2.639500908209705017e+02
1.138626296255972363e+02,5.613693729020373269e+01,1.678705452597701537e+02,9.675262020392717943e+01
5.779525747179205837e+02,5.225928898379376051e+02,5.046220599974049037e+02,5.587936252918057107e+02
1.187697770847669062e+03,1.647520162225866216e+03,1.928110156727794447e+03,1.735771167249659584e+03
1.059267495014464942e+02,8.409163112872681722e+01,1.074401637573818249e+02,7.768180826204741152e+01
0.000000000000000000e+00,0.000000000000000000e+00,7.943373924099816463e+00,-2.018603645196862928e+01
5.163322906009129838e+02,4.811152290421430280e+02,5.849786978097445171e+02,6.395822955197966166e+02
1.243969609478407847e+03,2.296817312534982648e+03,2.469518619562611548e+03,2.336316199758004132e+03
2.349905607266919390e+02,2.969957289373754179e+02,1.936351606442408979e+02,1.859540564148253168e+02
4.344487317274804923e+02,3.195496221312400849e+02,4.326710519431064199e+02,3.259894571548547901e+02
2.446988242583409374e+03,1.591798936943624312e+03,1.655221108215572485e+03,2.243436321426713221e+03
3.681266322101747051e+02,3.262135067034688518e+02,4.208065992355455478e+02,5.209642448004390189e+02
8.971047096320215815e+02,8.971047096320216951e+02,8.971047096320218088e+02,8.971047096320216951e+02
2.587587550176967852e+02,1.483672185599482134e+02,4.143928680986216477e+02,2.536379857714872799e+02
2.242150638766946940e+03,2.244152843289944940e+03,1.778943999343692212e+03,2.261625089136238785e+03
3.057322763735918443e+02,3.226792304808571430e+02,3.339528767444164714e+02,2.414620117488298661e+02
3.753190801257242128e+02,5.974339966185835920e+02,3.308428447130831955e+02,6.468445911911198891e+02
7.548934119102870000e+01,2.012631169043314117e+02,1.257575422744996132e+02,1.931913732260447034e+02
6.360320779115057803e+02,5.992862574131966085e+02,5.652029244189959627e+02,4.979289804654203522e+02
9.681049889208346713e+02,6.781702444412454724e+02,1.154060064431162573e+03,1.154002397487308599e+03
4.780499287392401015e+02,5.893622362900780445e+02,4.156381853365616621e+02,5.146702567927029577e+02
1.425936608509499365e+03,1.085548847435346261e+03,1.057884891373274513e+03,1.516454929066667091e+03
5.339588493714534252e+02,8.576879156248991194e+02,6.488213554590851118e+02,1.304217179723636036e+03
2.616919533892394156e+02,1.499242986550417811e+02,6.998857970430244677e+02,5.188211716799584110e+02
1.437611853948887415e+02,2.098669725690041332e+02,1.851271188871334346e+02,2.027913184029146692e+02
3.406659928426216766e+02,2.966926096442908261e+02,7.881388688931841671e+02,4.662461669454604589e+02
1.391626363507959923e+03,1.256419446725366470e+03,1.207525201760093978e+03,7.017451675202783008e+02
1.692085068703938759e+02,3.026219138552169738e+02,3.232868968133959697e+02,3.689200807852574258e+02
1.497218190844550634e+02,1.541302682133928670e+02,6.128575508770423141e+01,1.566485483865836557e+02
0.000000000000000000e+00,8.876879429895244300e+01,3.850309704444445913e+01,6.989447393744514159e+01
1.730963179478551979e+02,1.921730285204608606e+02,1.441786457626803610e+02,1.629966743762643091e+02
2.133934218824211939e+02,6.642370653342624109e+01,1.054699518799055795e+02,0.000000000000000000e+00
9.901280678438896530e+02,5.014737301956207034e+02,8.423175384624547632e+02,6.261828083974020274e+02
2.016961789708053061e+02,2.010040491492872547e+02,2.265367514713250614e+02,3.707781200543320779e+02
1.215026963159205934e+03,1.054746905599376987e+03,1.780807385754627603e+03,3.294504510735035183e+03
3.510297069884724692e+02,3.929891698042947041e+02,2.458569995698449304e+02,2.626378710259779155e+02
8.367531644180720605e+02,5.909092492789857261e+02,4.425519170863827298e+02,4.333717606515306215e+02
1.904105901436695660e+02,2.065716557088037177e+02,2.394240270082228790e+02,2.613367450927120217e+02
4.701426124017645520e+02,4.705007426436026208e+02,5.316889784929803682e+02,4.894876440717013679e+02
4.302126178044572384e+02,4.213215535900926625e+02,3.442819462968552671e+02,4.603430551409250029e+02
1.369709303028861882e+02,1.350904521751039056e+02,1.004702636939332194e+02,1.270025114120543037e+02
1.555123463246997915e+02,2.606624733777518372e+02,3.427236802082123859e+02,4.676182797169706760e+02
1.170726693340752576e+02,1.530548898266648621e+02,1.809145121959060418e+02,2.743967271708583553e+02
1.608610054894114683e+02,1.509182752831005701e+02,1.625116589088852947e+02,2.300042871774657272e+02
3.019798065710540868e+03,1.680948044280702106e+03,2.532682042776256822e+03,2.367827925349944962e+03
1.083746452156751872e+02,1.608281882046001101e+02,2.780695489381533321e+02,3.436405187207628842e+02
6.885344048967630215e+01,8.577616306305098703e+01,1.493205333267980564e+02,1.151988254831642848e+02
3.204956444180501194e+02,4.006773926110454909e+02,4.150681769337045353e+02,5.860199642186315714e+02
3.353143617395959382e+02,3.305470676410722035e+02,4.207955383862226881e+02,4.031474671263533764e+02
2.491698533676964473e+02,2.140370694835298764e+02,1.492385024936251625e+02,2.002836993819908287e+02
1.096401289936790704e+02,1.723401793065476397e+02,2.449958407204288164e+02,1.949578681643676248e+02
1.935877901644366830e+02,2.687588867941399258e+02,2.855253265680189543e+02,1.776928117155332245e+02
0.000000000000000000e+00,2.608781931685495579e+02,1.970008469598081433e+02,2.012097818931423490e+02
3.207644824070393952e+02,5.235920063062665122e+02,3.098995808127630198e+02,2.194852685483533037e+02
3.426505759174967807e+02,3.308415872439792906e+02,2.579405310962201838e+02,2.027664616850856305e+02
1.129633645083283113e+02,1.567836901857619125e+02,1.046634931313257937e+02,1.724237209820755083e+02
3.945569800813419192e+01,9.839733298615730916e+01,1.223950779581530526e+02,2.727678471062314429e+02
2.922978434332508755e+02,2.951741582529673451e+02,2.106106757706200483e+02,7.551800812370825611e+01
3.470951554689110594e+02,5.455168364481926346e+02,6.994193596880548967e+02,5.627662895843924389e+02
5.488678656997827829e+02,1.084812863022338433e+03,5.301659953420353304e+02,2.850143491103658562e+02
1.556785380711310438e+02,1.714008457416074407e+02,3.873138309292289136e+02,5.073896958316028645e+02
4.026421263863127251e+02,7.133194136816197215e+02,5.561977067523594087e+02,5.780279318018757522e+02
3.491599664216578276e+02,2.793241396162056844e+02,2.016243438204621157e+02,2.551359582905089098e+02
1.558194618677472363e+03,2.336676692861405627e+03,2.160204105920771781e+03,1.741433335321609093e+03
2.512303181864978683e+02,2.562069426777045464e+02,2.635969027244743188e+02,2.434976231604702264e+02
1.093258499771137394e+03,1.279569791472540828e+03,9.896232870752207873e+02,1.165335428387526463e+03
3.216106456170776937e+02,2.995441829539834657e+02,5.575311996551583889e+02,3.195300899495318845e+02
3.296322877996404941e+02,2.573651691190480619e+02,2.317167524848789810e+02,4.245127728141587795e+02
2.728535402119806577e+02,2.145338276148426360e+02,8.364719869139975117e+01,8.225237325776751618e+01
3.546591729312507368e+02,2.460704332311978533e+02,5.392091472701501971e+02,2.983957389612688189e+02
3.404002032051578794e+02,-2.576414469497305504e+01,1.621380273646157377e+01,2.154371038334863897e+02
5.644474485335312011e+02,6.679835289056569536e+02,5.875735258070129703e+02,3.778722290712382232e+02
5.222646055306513517e+02,4.940178849845134437e+02,3.199775119052165451e+02,5.573459738590858024e+02
9.087111692849786095e+02,8.780553751626924850e+02,9.957193877469073868e+02,7.795379919464871818e+02
6.348008504468864430e+02,6.929251868729672879e+02,5.600753994831693490e+02,6.078092366913510887e+02
1.438828967051224936e+03,1.594554079695024939e+03,1.763248282240838535e+03,1.332669845324888911e+03
6.021007583930919509e+02,4.972195392028595506e+02,5.856998130644631146e+02,7.717584975555212168e+02
1.295298664417936720e+02,1.392171272279495611e+02,4.364699322909927304e+01,1.080646071075470900e+02
1.621402189693495984e+03,1.580086471207811428e+03,2.063871809767242667e+03,2.308615765267069037e+03
1.552586809953308375e+03,6.007703333126278267e+02,1.788631019881782549e+03,9.212920419220280337e+02
4.141543940617838189e+02,3.485482940382551647e+02,3.840153123975096605e+02,4.555114641266588364e+02
1.757987152713176897e+02,2.193712414158511876e+02,3.358312466171925053e+02,3.701043524329969614e+02
4.413621580479255044e+02,3.336140503374317063e+02,3.691054144405327406e+02,2.492567204689228504e+02
1.361881434381588747e+02,1.659209506165933306e+02,1.046535893931845607e+02,1.701389072056963130e+02
2.029165000372348686e+02,1.461592626135546027e+02,1.978733609493787071e+02,1.411161235256984980e+02
8.552228782667036739e+02,1.068705413737390927e+03,7.596515824892230739e+02,1.075662881772585934e+03
1.793142759759778755e+03,1.545884623702673025e+03,1.918861524349535784e+03,1.935040922809257154e+03
1.710890288858007295e+02,1.043842231479511611e+02,1.696604668865109602e+02,6.227534664853578761e+01
1.864525511774374138e+02,1.755042417144178444e+02,1.612072965269700262e+02,4.337680280149569967e+02
2.254532030553063180e+02,4.126042309329372983e+02,4.256478290335657562e+02,3.263954325679017074e+02
1.934442571081226106e+03,2.571473669958708797e+03,1.502629765599899429e+03,1.956113407309105014e+03
4.252649409680191184e+02,3.653759476613298602e+02,3.586436441068757404e+02,3.769410919227337899e+02
2.009777826127313460e+02,2.292453963408771926e+02,2.588761019928326164e+02,1.564712669894917951e+02
8.034276788437746575e+01,9.459504260419302568e+01,7.775292013637894684e+01,1.073339159316934399e+02
0.000000000000000000e+00,-2.090434178413046595e+01,2.735471135532678844e+00,3.411675534168731616e+01
3.259066207194635467e+02,3.638454095231127781e+02,3.739267026639832920e+02,4.118654914676325234e+02
2.770910459540362467e+02,3.440287285200369070e+02,3.881473626152860561e+02,2.189754350309624158e+02
3.129524450425329860e+02,2.865770692724835271e+02,2.763757478085393018e+02,2.746859793584399085e+02
2.273660410256994737e+02,1.692175414134580365e+02,1.517646184965283567e+02,1.213559352420505206e+02
1.916836001678051673e+02,3.588573124959138454e+02,2.433249515400102609e+02,2.338709737726339029e+02
2.172294766488557514e+02,1.484833202794731903e+02,2.624041674226749024e+02,2.663353339574341021e+02
4.509003665515379566e+02,4.380313027691407228e+02,3.608177454947611409e+02,4.557138172664307376e+02
5.385590791575821186e+02,6.130693925152925203e+02,3.615708042320443951e+02,4.245497771834049558e+02
1.884661326129421923e+03,2.528643293350017757e+03,2.966307491337862302e+03,1.695331852215780145e+03
7.336640976503788636e+01,1.351674483585346422e+02,1.056223101902233168e+02,2.649644279760870518e+02
4.800989879160628959e+01,4.891196381529179860e+01,6.256155118473133570e+01,5.561066619932987010e+01
1.870831390044720877e+02,2.356898501427569954e+02,1.935605686532356060e+02,1.962708639471812830e+02
6.419855573073049300e+02,5.986877186941684386e+02,7.183962796247551523e+02,1.025262147425406738e+03
1.171709848725611351e+02,3.150850974142992982e+02,2.050944160420110052e+02,2.922171989388492648e+02
6.665965934263431336e+02,6.369049689405144363e+02,8.421334748918651485e+02,8.124418504060363375e+02
1.981095003475321334e+02,2.045693730036969953e+02,2.740123949166985540e+02,2.804722675728634158e+02
1.219097774180602300e+02,1.661443729868526589e+02,1.850549321714077848e+02,1.171027793459996929e+02
2.650804262707114844e+02,3.234814539428667786e+02,2.181564157173398257e+02,1.951931977492550061e+02
3.436357858336871232e+02,3.625698275234172456e+02,4.068576783665122321e+02,2.873139970063251099e+02
2.608378475531504819e+02,5.272470808213149667e+02,4.864501126326199483e+02,5.315445370748687992e+02
6.022534302472441823e+02,5.404364459606824767e+02,2.137826351145912156e+02,5.418654428734741941e+02
1.106846327329777978e+03,1.391917049894399270e+03,1.443218359122537322e+03,1.363101517522962922e+03
1.989951064465644492e+02,3.602799567717055425e+02,2.050272200467958612e+02,3.124717319910735114e+02
1.142594296133919727e+02,1.913972978806218919e+02,1.614944598425418860e+02,2.307677222518655071e+02
1.076795403658279611e+03,1.891977913478789617e+02,2.248280463462753005e+02,2.220040962534488926e+02
2.987236479860412715e+02,3.139872247396850184e+02,1.818776307005205979e+02,2.161752945367288135e+02
6.301404297556232450e+02,3.254209815021110330e+02,5.347403227949497477e+02,1.030874168217427496e+03
1.437884190482437816e+02,1.437884190482437816e+02,1.437884190482437816e+02,1.437884190482438100e+02
8.381909714394681998e+01,4.698807591468533928e+01,7.171516948151791837e+01,1.176322871182907619e+02
3.086286528557639031e+02,4.009298874338555407e+01,5.900759917153446850e+02,4.160216946066104811e+02
2.897439605385690697e+02,2.480775162563361391e+02,7.461291078537773274e+02,-4.769338394742938192e+00
2.491491207144956377e+02,2.943225854480210160e+02,2.371702693355682641e+02,2.528979812356823231e+02
1.294387300608605642e+02,1.688243138214000396e+02,1.536637749174384737e+02,1.632634793352319207e+02
4.663565658063960768e+02,4.815436042662445857e+02,6.427183978002065032e+02,6.313246902011733255e+02
9.587597957705510510e+01,9.795171344466945129e+01,5.635631012866481626e+01,1.888490965016883649e+02
4.865050415623646813e+02,5.669787600853783260e+02,5.112403834594483669e+02,7.748175825071426743e+02
2.657379194718820941e+02,2.169367069489484265e+02,2.310615382491152445e+02,4.778209926968793297e+02
1.992351226899894812e+02,1.218453516127587051e+02,1.479737998054863510e+02,1.851553771561196982e+02
1.169693149697984836e+03,1.663695858292726143e+03,1.839335613239214126e+03,1.646514444743690319e+03
1.621807112427861739e+02,2.550756306800176674e+02,3.004368041063956980e+02,3.028850397619439718e+02
3.959857044401213670e+02,2.865855962790080866e+02,5.696658235369483236e+02,2.909743867532380932e+02
2.212213003926480724e+03,2.240399786973473510e+03,2.033699882408719986e+03,1.265075326933000269e+03
2.120738621636774610e+02,1.756091791500063266e+02,2.741061495633084064e+02,2.772829292516417468e+02
2.266967329417147994e+02,3.603787419869654514e+02,3.299761774050948588e+02,2.632457947856215128e+02
8.496562701018571033e+02,1.013468570067874111e+03,1.015722341163327201e+03,8.630692497766184488e+02
4.436511585692397830e+02,5.109813240694861634e+02,8.043535724146146322e+02,8.485032903618874798e+02
9.729306620825590812e+01,7.534856507314546548e+01,1.432458415888033585e+02,1.255036966521187054e+02
6.415096604127279534e+02,7.434212194953612425e+02,1.089214021071609523e+03,1.247556897291635778e+03
8.777287021701581580e+02,1.311689659578918963e+03,1.552565737288261062e+03,1.519422872298146103e+03
2.043694387238697914e+02,5.233151073142007448e+00,1.586781162164223815e+02,3.800633897027261696e+02
1.084028825194136289e+03,4.840701779705021295e+02,1.112377883400838527e+03,1.459473602086191931e+03
1.700854677153627961e+02,1.443046561755378718e+02,1.669777722434238001e+02,1.419539581708232845e+02
9.987110756045761946e+02,1.107106195789957155e+03,1.131277410814432642e+03,1.131277410814432869e+03
3.797248528342372083e+03,3.837957356031416566e+03,4.906446584521172554e+03,5.059262589221097187e+03
1.417122370845851833e+02,9.748671445627967103e+01,1.254592492567752515e+02,1.635291048251698385e+02
1.620182682652848371e+03,2.811635462314331562e+03,2.787079978766512340e+03,2.337092126426982759e+03
6.322039951645820821e+01,1.188297422384658120e+02,6.891152518854224240e+01,6.565529736712477415e+01
1.895186017110839600e+02,5.551865408551052639e+01,1.701551984220770635e+02,9.189479429801588140e+01
3.289891401374685302e+03,3.405373960248080039e+03,1.236085674611840432e+03,1.344614725286187195e+03
4.761635671137986492e+02,8.792440602788043407e+02,6.158502641018702661e+02,6.010983484524459755e+02
1.096106051731971291e+02,1.234041824920830379e+02,1.233514793427519294e+02,1.017883936037319614e+02
3.517524290032919225e+02,3.925351151033504493e+02,1.411625143682938415e+02,1.469475877597244562e+02
2.056409766503213348e+02,1.983649249265840808e+02,1.325280337927037237e+02,1.500419995213659661e+02
6.697366656999735142e+02,1.067224033278599563e+03,3.073196317546219234e+02,9.844832898429449415e+02
1.630356536007984687e+03,1.841588604531410965e+03,1.841588604531411193e+03,1.630356536007984914e+03
7.329897008207349529e+01,8.108659313822585091e+01,8.246663304033400266e+01,1.005900808577288217e+02
6.463645668394620714e+01,1.439730277322441623e+02,2.180721098747354745e+02,2.588551685803432179e+01
5.258387536343019519e+02,5.334379401374634426e+02,8.240817213399834600e+02,7.975183288794916052e+02
3.792350234972132057e+02,2.302420887605416766e+01,3.025324197459956963e+02,2.003225681716331223e+02
1.568782858266346523e+02,8.075383525118600403e+01,1.034412001132083958e+02,8.566212586659386830e+01
1.636243461804544950e+02,3.217173150991416151e+02,1.657825473978637092e+02,2.818695955087208631e+02
6.218096656105529974e+02,8.162277324640363076e+02,7.432458760314013944e+02,6.777329616714315534e+02
4.574683896732744302e+02,6.060631060053224246e+02,5.389392093387600653e+02,3.675089272578820783e+02
1.394105051434663949e+02,8.645742218908738153e+01,7.651134156491485783e+01,1.610443086932685333e+02
1.609100166335651636e+02,1.848362518075241496e+02,1.573311345422856107e+02,9.795900219950583221e+01
9.902548305219744407e+02,9.902548305219744407e+02,1.025747416108290508e+03,1.064494777655763301e+03
2.729267936775787007e+02,2.712423806954358270e+02,1.539251133971713159e+02,9.727714235948779731e+01
9.110284309751457386e+02,7.066738981264638824e+02,9.647801136975596137e+02,7.976778614693497502e+02
2.772391840255173747e+02,8.977487322705941608e+01,3.218094235048107521e+02,2.470877487565071249e+02
3.345626860540130565e+02,7.396613376228899597e+02,6.953705785309483645e+02,6.396717875273357095e+02
7.077557380959565307e+02,1.080886126400624335e+03,1.176423143414495598e+03,6.826699816153624170e+02
1.145360937943130011e+03,8.910157610255450891e+02,9.256133756192297142e+02,8.463344758956255873e+02
1.512133317126832480e+03,1.512133317126832708e+03,8.856859015371919668e+02,3.752853641278089185e+02
2.822526543951195208e+02,3.260665932728102803e+02,5.437995654181146392e+02,4.880895999204824989e+02
2.526603721072822282e+02,2.287877363083972284e+02,8.233918446517866130e+01,-1.419734615515211296e+01
1.005709907893205752e+02,1.005709907893205752e+02,1.005709907893205752e+02,6.784956905867117882e+01
1.265260519775584669e+02,1.808075663630242502e+02,9.675403579672433807e+01,1.400833670862702434e+02
3.813693911229834299e+01,3.810083238802992867e+01,4.476867436767054897e+01,5.080511704402380246e+01
4.970202203312661368e+03,4.853414335844374364e+03,5.104713234195631230e+03,4.987925366727344226e+03
6.099372575672617813e+02,6.546385183431190171e+02,7.688875087212097696e+02,6.661871772564559251e+02
6.960388902873486359e+02,7.345627545477595959e+02,3.674711728180834598e+02,4.378570579257166173e+02
7.344069972845661596e+02,7.623954099027527036e+02,9.315190108840951098e+02,1.026016105036994304e+03
4.727691816539804677e+02,4.616961679682324302e+02,8.936363470553292245e+02,1.103744761351311809e+03
5.913468735520754080e+02,5.906208997412446706e+02,7.065461992653046082e+02,6.326028360548207274e+02
1.334335077904031323e+03,1.359987790804655106e+03,1.217819119895864787e+03,1.339596403143432326e+03
1.313430828950354908e+03,1.929961397954534277e+03,1.378166303613183345e+03,1.786843345226876409e+03
8.634547291153802462e+02,9.960274373354303634e+02,1.052086029387144663e+03,1.135192423429584551e+03
5.743262399653530537e+01,4.860407042178495374e+01,4.982722670466593229e+01,6.002549712652346159e+01
9.525469589837567241e+01,1.591382425050854863e+02,1.051876359099023830e+02,1.304910858863316605e+02
2.153434589286316907e+02,2.956450575927361797e+02,6.120439553151453538e+02,7.009985993454831714e+02
7.875345563976666199e+02,9.639739158801819485e+02,1.344812834584584834e+03,1.405500200173441726e+03
5.325814617961340218e+02,4.850094931192309105e+02,4.766695414717452195e+02,4.615679696814107729e+02
3.459978268267958811e+03,2.389174872466303896e+03,2.659485412412626374e+03,2.517244370956678267e+03
1.006063747660019914e+02,1.107431118605144604e+02,1.064337026926926910e+02,1.308269197840301103e+02
7.489683694571441492e+02,7.131661705946789880e+02,3.468600299978382395e+02,3.987538628728399885e+02
5.369451302026968733e+02,5.244050731285326492e+02,4.640081126046197255e+02,6.678072923759052628e+02
2.444071224661493886e+02,1.549463205097986247e+02,3.734356185184889227e+02,2.798982130829563175e+02
1.975217128266446025e+02,1.768185149753735459e+02,1.101957667910244112e+02,1.626686304929083065e+02
2.437351624876059475e+02,1.847218772575406547e+02,1.708196458675700455e+02,7.177325667343714599e+01
4.535035530904725420e+03,4.241447198141158879e+03,4.448442158616040615e+03,4.282900405442735973e+03
1.300717523868217427e+02,2.306568388434977805e+02,2.119361472104502297e+02,1.602250246943084733e+02
1.200779233615436965e+02,1.280779844053920158e+02,1.355552276354947878e+02,1.964680902114053822e+02
6.118321995004105247e+02,4.979092807852667875e+02,4.995928032927357663e+02,7.919714595697460027e+02
2.451314219677049664e+02,4.273055127899935428e+02,3.268589387832817010e+02,5.631033966755628626e+02
8.892201174100298431e+02,1.220520718862904459e+03,1.041501881401248738e+03,5.835343493093581628e+02
7.882406819802247355e+01,2.239825643627564489e+01,7.061589882700658904e+01,9.084913810490829178e+01
1.962333622270099909e+02,2.803966409023187225e+02,3.393069982334722567e+02,3.717286993384716993e+02
5.244780655434063732e+01,5.432185179638721451e+01,4.585937156493402966e+01,3.799443430488401674e+01
3.220242272329472257e+02,2.945113487351388244e+02,3.191958509821761254e+02,3.090907648772125640e+02
7.925987269027618822e+02,1.046718803127560705e+03,5.745179062784317239e+02,6.963222153758468949e+02
1.447686578300572819e+03,1.504041258140042146e+03,1.515024976390990105e+03,1.681563764317680125e+03
2.296839229115584658e+03,1.316741267650276313e+03,1.891325230610263816e+03,1.648256351141043751e+03
7.323005344605301161e+02,7.716929182042093771e+02,7.477205060985047567e+02,1.015093112304884698e+03
3.103073245378488991e+02,3.835728577637005969e+02,3.439656157429822088e+02,2.900208032822199584e+02
6.931171522672981382e+02,6.019715471587486491e+02,4.054699817418119210e+02,4.177198203213667966e+02
2.037540562580420200e+01,8.363228634407100515e+01,-4.502521039554515880e+01,8.415170813804201089e+01
2.190108231215587239e+03,2.465236432561737729e+03,8.084274451513831082e+03,8.084274451513831082e+03
9.360655197792567606e+02,1.314712493281030675e+03,2.204056948684557938e+03,1.082371696521965532e+03
2.012427782514814112e+02,4.907535858243935536e+02,3.337363261972698751e+02,3.387825650406135196e+02
4.650142052604883816e+02,1.703924280376556908e+02,9.542657120385528060e+02,4.488711560240949439e+02
3.366162138643224466e+02,3.902522844248298952e+02,3.093282549904441225e+02,2.718748285506281945e+02
3.869972241846376733e+02,1.395664953520668519e+02,3.001845552620364401e+02,2.336832683547074794e+02
7.403160446032644586e+02,6.479603639796263224e+02,3.765798452516958150e+02,4.221435987347293235e+02
7.144175872279272710e+01,1.520720568184530066e+02,3.630482500780884436e+01,9.351262485298721572e+01
1.204776761243549117e+03,1.244877821226650667e+03,1.316941665205664094e+03,1.357042725188765644e+03
7.178361331036717274e+02,7.284859144303529774e+02,1.221915210283530769e+03,1.087293282105710887e+03
1.763796350528069183e+02,1.211183735230315079e+02,1.867085162271288539e+02,1.001697788927235706e+02
2.090950772062527903e+03,2.065891137321386395e+03,1.650588205729876790e+03,6.843912020543946255e+02
9.475842806152431308e+01,1.357000129764969927e+02,1.474413423764719937e+02,1.563484730531821754e+02
8.550450214764662178e+02,9.247638643779662289e+02,9.681733319902804169e+02,9.277465580377221386e+02
1.823709914257035280e+03,1.299088080425892713e+03,1.051257415271224090e+03,1.303370796200902532e+03
3.227005445834339525e+02,5.804558941701825461e+02,2.111576510904318638e+03,9.779436488130975249e+02
6.675451369945828901e+02,1.088721397477256005e+03,8.564199042030270448e+02,1.183567495526161792e+03
2.006918688963370698e+02,2.817394076102197573e+02,2.663029865089683312e+02,2.784203073557697508e+02
3.337626307769525624e+02,5.467911913331478218e+02,3.131200043095929004e+02,3.157751047497629315e+02
1.383063932143055297e+02,1.452132867926543724e+02,1.649165217104291798e+02,2.074159474639797338e+02
6.530370476327490223e+02,4.607291581474894997e+02,5.179665704413118874e+02,2.742130491630251754e+02
3.619420342396005594e+02,2.087852951998389983e+02,1.749548010193192908e+02,2.051339230214180418e+02
8.286150845693593965e+02,1.350678976674020532e+03,1.371355283943903714e+03,1.383870700036309017e+03
1.457547920219763228e+03,1.583139818547876757e+03,1.731974177661953490e+03,1.413044634706739544e+03
3.220217164318733580e+02,2.485099139130483081e+02,3.299753569406449856e+02,3.157826862499534286e+02
2.145839178091040083e+02,2.384051734054321230e+02,1.312909244080360622e+02,4.295921255127591394e+02
2.030578589814687973e+02,1.590612250394343619e+02,1.842599470962383066e+02,1.588506425118097525e+02
2.626189206909137738e+03,1.292838156426936166e+03,9.793293725667359695e+02,1.806736698688248680e+03
8.922314523639885238e+02,1.113899256206500240e+03,9.880261439139197819e+02,1.217976361217119120e+03
8.327960684025114233e+02,1.210685628637599621e+03,1.286296405584223066e+03,1.263823795400941663e+03
2.541565069341370418e+02,9.507623514458671821e+01,1.161468911302773677e+02,-3.345331095896671059e+01
4.325734838818867161e+02,3.069821253134199424e+02,1.661545381195922744e+02,2.610567409362782882e+02
4.265737373416450282e+02,5.362211352117428760e+02,5.646830265179419257e+02,5.683189984076350356e+02
2.253353729707731873e+03,2.234432530021732873e+03,1.701057104931101094e+03,1.944285106483188201e+03
