id,qA,qB,qC,qD
102546,33.4791941169,40.0304830191,37.686687834,36.3565712996
102547,32.3969313183,30.9248830256,32.9414205661,33.9433842895
102548,47.473634364,47.52654602,51.4006121337,55.1796837091
102549,53.4255969273,55.9861892,53.4447320981,56.6820423662
102550,32.6734958059,30.9472938722,33.1864350015,31.6950401272
102551,32.4046776624,30.7174755952,27.9581835573,25.7832388924
102552,31.3733334983,23.6106209004,22.324073331,19.4209885513
102553,33.6847780763,36.871101406,43.4554739391,30.9281023587
102554,101.080167155,100.749012172,115.108391113,107.842407589
102555,32.1910431928,39.223428945,39.8108379784,32.3485832781
102556,36.1525126945,30.7105401631,31.8188744458,28.4616070029
102557,43.1514660242,35.7018376223,47.0230968145,41.3884821652
102558,42.8331816496,34.1799604134,34.3456668878,47.8941772383
102559,35.7331852713,36.9970376166,25.7385513042,34.3289596818
102560,48.2897605957,40.1623209309,39.7165558357,38.6782306188
102561,33.1398379517,33.1398379517,33.1398379517,35.4197662798
102562,73.9308691907,75.8922481939,69.8673718691,69.8673718691
102563,38.2013268423,39.8571632594,34.6246512582,36.6248011184
102564,40.9586763616,33.993202963,38.8895610296,33.993202963
102565,31.0237666453,39.7070673467,40.9709963983,29.6185861392
102566,23.8908307787,36.6533918309,34.2294284473,35.2285818214
102567,24.9860617362,26.3990766707,26.1507061871,26.483688879
102568,57.3573735433,43.378414791,49.8437615097,63.824136446
102569,33.9777211855,34.6295006383,34.3868734122,38.7954819007
102570,29.8723379126,32.2788461439,29.8006190689,36.2730279061
102571,37.1776696232,45.5444842722,50.194704944,40.8129672538
102572,56.423384624,32.6318114693,37.0957332354,39.1172696549
102573,40.4470284251,37.2682173174,41.5430281234,53.4517503626
102574,36.4751925156,41.4694154997,38.5238463823,36.8716420274
102575,31.7521047437,33.4362452159,39.0789920794,43.4763436703
102576,25.8430453891,34.7754856079,30.2253029765,28.0785910534
102577,33.5304989379,27.2553956729,23.3526496437,27.3991299893
102578,56.8149145069,47.927926485,52.0079346724,44.8359258667
102579,45.8286399509,44.2667888635,48.3296535376,44.4959620961
102580,44.3355423534,45.0297071964,39.0091248062,32.0829833206
102581,42.5948004914,48.6472657935,39.4252219858,47.9653343455
102582,37.5768783331,68.8227751757,43.4243299156,53.347234021
102583,35.3243797159,32.4437712114,42.0094116769,30.1622984341
102584,26.9239211921,26.6027830776,36.2983512902,36.4952056345
102585,38.2292133494,38.6050357662,45.4706087884,38.9190135235
102586,72.096762073,71.7689569255,67.9829851843,72.2093067861
102587,39.0899281281,38.1106491097,39.4189555953,46.9567606753
102588,36.020237312,34.3793188311,38.3297279898,33.1216577858
102589,41.7966567711,41.1199440901,40.4735333082,39.6979185214
102590,24.5085451486,19.678128413,29.2424252436,30.7502543502
102591,47.9034827416,48.983587251,38.498410472,44.2108801063
102592,28.6121604861,21.9295768594,24.320297,30.0026192206
102593,64.6294988625,70.645682615,63.880093365,63.5413361036
102594,29.1526788068,30.0424183004,35.0811549899,36.2579332662
102595,43.8604922723,43.5641579298,43.8604922723,44.5297713384
102596,30.2307866021,31.5432461509,32.4419885383,29.8961814394
102597,39.3330385869,36.0697680314,35.248226713,30.2902947344
102598,39.0394765053,33.1466040027,34.2961276578,39.2337353426
102599,46.2855594808,42.5740241098,45.3407785007,43.161959664
102600,27.2659679681,22.4112793058,21.4902496762,39.7949998638
102601,30.0628917919,34.0677372742,35.1917486316,26.1686273144
102602,23.2340023424,29.9176225526,38.9163743237,23.2340023424
102603,25.4861400082,24.8097056616,46.0682279525,22.3248849682
102604,47.297448503,40.8736512168,38.128367303,39.7942346611
102605,38.0527028777,32.4216605497,32.763290346,29.5492090134
102606,33.9242977728,29.9124425684,32.7631606853,31.1737386166
102607,80.6361141249,48.6092452986,48.4734394069,38.5450106329
102608,29.3542721647,31.2898484639,39.7377243825,26.2798466924
102609,62.3685376892,50.8600684941,48.9843804915,55.1032621522
102610,44.3083992839,47.9313761817,43.0404748592,43.0404748592
102611,33.4583942067,37.3062128359,41.2762154998,32.0400102152
102612,30.8460860429,28.1446767258,32.5090266128,42.7969824376
102613,35.5972748944,26.8100228441,41.2812885433,26.8100228441
102614,49.6251438081,39.4619124771,45.7783220277,39.3949546609
102615,60.4195481782,67.0629182447,66.203901766,67.0050346001
102616,39.2522622874,46.5393003222,33.7775072409,38.9760160653
102617,36.49439495,36.8818701385,34.5934637604,36.7773908884
102618,38.8865561815,41.8519710816,38.4915620595,39.6893865195
102619,44.313581896,41.6053650177,49.4854484673,47.3885390278
102620,43.662020365,36.4685942946,44.4390543684,35.2083828813
102621,45.6754368838,50.2153574813,52.4476142144,44.9301365946
102622,28.5781051434,31.8493854491,30.4138402355,24.4856199728
102623,26.580672423,29.3099696127,30.071231891,25.7605394746
102624,34.79794502,43.9072569777,50.5392522173,26.6504975331
102625,29.6659696089,32.2315192073,30.3294755749,33.8682314034
102626,57.4112434856,60.9813559032,58.0801042271,57.4112434856
102627,31.6509242776,32.5415333743,28.669346687,34.5343457446
102628,38.6036420633,29.7095150341,29.4206022365,29.4206022365
102629,32.4063801243,30.0031543647,28.5614548953,28.3523777762
102630,45.1617235904,38.5963338331,38.5963338331,38.5963338331
102631,36.7213872541,34.5810416609,30.7612491151,40.3962884193
102632,53.181379097,46.745649973,39.3107850141,41.0540519926
102633,40.9870735433,28.9586968454,30.1167493576,30.9450817175
102634,55.9794103206,32.9656462635,31.7945288411,29.1087561336
102635,28.3051022762,32.876610237,30.703732628,31.0138896936
102636,28.4951832864,22.3470720857,24.7775007714,26.8101947413
102637,27.5755229647,37.5207867687,27.5755229647,32.1562266141
102638,26.996981648,26.316614537,27.4159880233,57.415076932
102639,42.7538822636,37.058248061,29.7779257804,31.3759523435
102640,49.2975368056,42.341274571,36.6387835313,38.9695884603
102641,33.0339008803,32.1954943618,33.3232227297,39.1289337619
102642,38.8373627585,41.4911431727,38.4536917746,44.2261625073
102643,43.9654535025,38.1299591923,37.2980920079,36.8629937865
102644,45.9428656288,42.5760075845,38.4468010608,40.6769816174
102645,41.6791739629,46.765135154,44.0824770545,47.1676117893
102646,34.0789178107,30.7968858033,29.6224843665,34.0030062226
102647,26.1317365977,23.5593103895,40.1520383694,30.0575833663
102648,37.4201688904,50.6346514918,42.83851972,38.6478186153
102649,47.1364815039,37.3596570688,38.08765482,39.7986504653
102650,22.003357988,26.7058649804,17.1873111973,25.8032333777
102651,44.8419063302,44.0863623533,55.5875202594,53.1904408355
102652,41.242504625,43.249727889,42.7996735365,40.1538797272
102653,41.6015442065,36.5491722951,34.8324613666,33.5342970336
102654,62.6803403703,38.7244421034,42.2987781496,39.8641623683
102655,37.9220797859,36.2220087846,44.1514500216,57.4578343845
102656,36.9925786545,44.8952571913,37.2053219533,36.9925786545
102657,58.4183925214,73.6033191514,73.4445652294,75.1467274171
102658,43.4659517526,43.4659517526,43.6821572686,43.4659517526
102659,33.4650497881,33.4650497881,37.31953053,41.600557543
102660,26.3226418582,26.0065115334,29.2495213685,26.0831776228
102661,39.0330526063,45.706907559,30.4162841227,38.9943351535
102662,53.6675847634,51.2246654501,45.9741989964,61.9737406675
102663,46.8066910446,29.4947071232,35.3831551497,26.7375112151
102664,30.5818471382,37.8403361247,28.00297668,35.6026788018
102665,37.5745418836,40.8349374019,28.2678506525,42.5163365223
102666,33.8113081994,35.7229189872,40.0384913351,33.5455802003
102667,28.1102599781,42.0611339371,33.5523516452,29.1630512343
102668,27.4389268768,31.3723335232,26.9030761907,26.9030761907
102669,24.9490010484,24.4375968305,28.2597067948,17.6270665591
102670,39.1942016774,44.5626871175,48.8252379722,35.5260187347
102671,36.6364025749,31.0549830647,37.8303082331,25.6112542838
102672,64.7596973003,57.1136667258,61.0503382505,61.1787656932
102673,52.7071064047,58.0684544173,45.4388202404,59.2159925837
102674,41.3962157052,31.2103563932,35.0421431745,33.947243975
102675,26.7931023119,27.854032544,28.6421535708,27.7228863249
102676,31.5012908597,36.0737862204,22.8608198719,24.6392112663
102677,22.7485242399,23.763020531,23.571765156,21.1327155342
102678,39.9137463866,31.9035407053,34.6192154091,32.0859921116
102679,27.0015360041,30.6771493458,33.9411219731,31.2746575406
102680,68.6531107977,52.9362410825,49.309927013,57.7086345332
102681,33.8200665876,42.1703713436,34.940481677,31.7429088408
102682,26.0077464509,33.1234308454,38.7322205392,30.1886047401
102683,54.1019187808,42.4339805658,39.8555146852,40.0150995679
102684,40.6985995244,44.5497327375,40.3729812378,46.6531656588
102685,42.3394162793,34.4944917377,32.0008479328,33.5112930955
102686,49.2673310401,55.389944752,50.9808413286,50.4887106642
102687,42.2828645299,29.0424851297,33.7443106529,39.2869803705
102688,47.0586678889,44.9231729177,42.740646139,39.7705322643
102689,31.7166971191,26.2835840874,26.5897329185,41.4274964528
102690,24.0528312042,27.5342384728,28.0915321071,34.4314801887
102691,31.5016494567,31.8306559318,28.8903792854,47.4600807527
102692,36.1291941785,43.190778951,45.7391448356,37.5786384434
102693,17.3697721023,36.6443121167,24.346101029,19.8828899478
102694,46.3224804661,42.8989929799,29.4077138496,36.828544099
102695,22.0333564918,22.239370223,24.3408904897,20.7345750582
102696,42.9951826801,39.5506881603,48.5919598086,39.5506881603
102697,36.1146692174,32.656411808,29.8760032983,33.25755095
102698,36.5072301629,26.2847335935,23.4830074735,25.881449999
102699,40.6136113157,35.8624182813,36.1037071447,35.8624182813
102700,29.1336790418,37.075762035,33.2269968998,26.3021029219
102701,29.8341085676,30.3652054951,25.8971491841,25.3803634683
102702,30.6907935009,29.8115961786,31.8951695897,33.9432486604
102703,34.2931543603,35.9103525165,36.5979940533,27.3212668191
102704,63.0719387201,52.9158705647,72.9411968941,53.4028440708
102705,44.2034564384,56.1958493203,55.4126963066,42.1515458349
102706,30.6744077407,26.0866769946,24.9125252109,31.4132676944
102707,42.5406386051,31.3408025212,45.1461078128,40.750757173
102708,34.9980353382,28.4853029391,51.5461092863,25.9868232548
102709,41.6107170441,40.6034970387,40.9991696176,40.9991696176
102710,26.6900094833,35.969321636,26.9454267685,32.3969861093
102711,51.8907412714,58.3919703454,61.8644978782,51.8907412714
102712,28.1515016555,29.0613773807,27.0114638253,26.744432227
102713,42.839254362,44.8868177578,42.2817429148,40.374520135
102714,62.3237719908,58.8128215497,56.448189863,66.164490434
102715,59.6361662696,50.3202413702,51.9785261074,61.7935326613
102716,39.251523061,32.5713433117,32.5713433117,35.4765566072
102717,34.1901603274,44.6738428987,40.7332627582,34.1901603274
102718,28.3365580637,39.2534321506,32.4540859204,28.3365580637
102719,33.7257394903,32.2262115302,30.7383950555,25.1180924328
102720,40.9289158655,59.5351049417,48.238609745,38.9956272789
102721,20.6643450397,22.7674320263,24.3241081778,19.3007389872
102722,34.58050504,34.58050504,34.58050504,34.58050504
102723,44.4571670432,36.6724584081,26.4599169771,39.6390525126
102724,29.5973216086,31.3160051472,28.2154857633,29.9203308289
102725,34.107224624,34.0185737494,32.8252339395,32.8252339395
102726,30.6569486642,36.7636662049,43.3419614599,35.0022183578
102727,62.9367565561,60.810749345,67.6973966326,61.0383601814
102728,35.4086398635,35.2226186574,26.1091564187,30.1154780118
102729,41.9941730516,42.7805464184,49.9812317364,38.7992208924
102730,41.8458099676,49.0137915509,45.6613981001,35.5313453558
102731,41.6727703826,44.20932249,38.1596942615,36.9726663063
102732,42.0583090554,31.4205707243,35.0998795475,41.9744876713
102733,29.0349481058,30.0280619095,33.1816353287,28.0608096533
102734,39.7910384642,42.7620434563,30.8959833351,30.8959833351
102735,32.1758251561,26.5714240616,24.4299954862,23.6758941558
102736,20.696622019,35.6518069578,24.0465988246,34.8734599233
102737,34.1501414686,42.6247256014,48.6884649196,44.2254095503
102738,17.2546919966,20.415110365,20.4069785682,30.6923767565
102739,36.6454104402,26.3383715658,31.6614230799,32.0876372356
102740,78.0999439584,73.5073532605,78.0863612524,73.7590561215
102741,32.2043676649,35.7771200478,36.8438061312,31.8470403898
102742,85.3778461986,53.9932467405,49.9653804148,40.3378514905
102743,28.3277757309,31.4211193288,33.1806251742,28.4251463444
102744,49.9052517326,50.694852877,48.2722573398,47.0028118644
102745,25.427510444,23.0130824932,34.5116549297,24.6291015302
102746,35.1913942644,53.3978925122,38.5506316897,61.7443070459
102747,42.8876857412,38.4988276938,37.6450228739,36.0317729007
102748,51.4883949973,66.2988687563,60.7006342488,48.987695882
102749,38.7175625044,41.2025274139,36.8511151143,38.8112851413
102750,73.8595251121,60.2072737128,60.2072737128,60.2072737128
102751,45.3244890676,33.7786762293,40.8917663537,32.692710484
102752,34.4616333311,26.757749953,28.7544270186,44.1699399717
102753,48.2598502739,33.1156941124,37.3159819484,35.6736771408
102754,43.8840697128,34.3244411597,35.150842263,34.3244411597
102755,32.8466918337,46.9525157768,27.5596254705,30.3057405363
102756,29.4576440043,26.3598340605,25.8507815737,24.4758600357
102757,31.3966193524,45.6438971209,32.2707651766,30.946503134
102758,39.3096728253,40.1839660482,33.8436972751,45.3161964575
102759,57.559632928,57.3641749365,57.559632928,57.559632928
102760,44.42625635,43.6486511632,40.0496029523,40.2940752452
102761,35.4897018959,36.7184279404,39.5117016617,33.5938460983
102762,31.2372675958,31.9908042499,27.3160562529,36.3753632935
102763,26.693176895,33.8458774766,25.5146582661,24.5522634529
102764,30.1222179225,34.5888926957,33.4098753645,30.1222179225
102765,30.0415083642,55.1484566594,27.30429851,27.30429851
102766,26.6080878257,20.9217845812,22.8702068871,30.5271174227
102767,28.8613753228,34.259513943,38.5536134298,35.8521519513
102768,38.4196925336,35.200813869,45.4855809328,33.8947238918
102769,28.7173863936,32.077852747,34.8753127263,36.7292687186
102770,41.844980954,35.195251898,27.9787445159,40.2822824275
102771,34.8081826428,31.7378349946,33.0990875298,50.6480508984
102772,48.9178190943,32.6521351766,42.8762677524,33.7062665777
102773,25.4014744506,32.9435686018,34.4135562977,41.0211651163
102774,19.7217730642,20.1766550543,33.1843483945,22.8071883451
102775,45.1296485581,42.6766788384,38.3515764237,43.402317824
102776,44.6485272759,45.6505247128,53.2361204462,42.6246333948
102777,30.5975341905,30.5754234606,23.834794065,20.6968056137
102778,50.5027358759,41.5422822233,54.9313864813,46.6747834488
102779,39.0014970022,38.4563986883,49.73493227,35.8012539706
102780,27.0000196794,33.1908929889,29.5199942576,30.7436819217
102781,55.1779902002,52.0986953657,24.305184338,23.8272557279
102782,37.7307730548,29.6162502944,25.0394126413,31.4296079493
102783,31.2725815913,29.6064589755,28.3214340772,29.0988500477
102784,50.4697801988,42.9178864608,49.2861800774,49.1904477587
102785,73.1899275847,54.6307828724,55.9922566687,54.7666518171
102786,37.9312139783,35.0907640102,40.0319391197,39.7623104503
102787,126.018268718,137.087458179,125.266095307,122.725527466
102788,22.2546573669,38.5094133939,22.8607474928,30.979988955
102789,32.4335959216,40.9628574083,32.4335959216,41.9850646578
102790,43.2216949759,48.5835304219,48.7337927967,50.8891408437
102791,43.1899984368,36.0434453738,49.476461793,44.5808017824
102792,34.9696214049,23.3359211893,42.3502255234,25.0848281295
102793,36.6407679872,34.3941937421,27.7530427903,34.8172968124
102794,38.7972892827,38.9668680922,48.1404587015,38.7972892827
102795,34.4305619034,35.4356321528,31.731384038,37.3401135401
102796,42.9109554392,50.296527293,46.357936494,43.7944738658
102797,41.727106903,35.7580365711,27.6945929279,38.2693506441
102798,42.7979765057,29.3934882811,29.3934882811,29.3934882811
102799,39.2805944263,35.4165776521,35.4165776521,44.2782622279
102800,33.6836948884,42.070285271,37.6545472936,33.6762881759
102801,23.2484238791,31.1708425493,24.0741520395,42.9507403706
102802,36.0567953886,39.6953454777,37.6412156266,33.6120758972
102803,28.604882275,27.3391030485,29.2877331465,36.3146609019
102804,36.0092746634,34.7435137623,34.225292952,35.259117174
102805,33.4814590175,33.4814590175,37.9009229523,42.3621541574
102806,64.4722298953,67.5164638581,62.9200705348,63.2725051496
102807,32.1892814995,30.5714549484,31.3900900373,36.0553891249
102808,27.8966191064,38.3320626721,30.1725688827,27.0452758991
102809,42.3187561334,45.161699768,41.1771916818,48.7807848116
102810,40.1541269789,36.9146682559,45.0892612337,38.9392517915
102811,23.0434374999,24.130178287,40.1243590556,22.2831707325
102812,49.6480282931,33.3973762574,39.4616282756,33.3973762574
102813,39.6012002635,41.5935839498,36.5385196486,36.5385196486
102814,30.9987157795,33.0599358333,34.7159657849,32.9820204868
102815,24.6647457809,24.7205812412,22.6413797734,24.4423882216
102816,33.29194989,27.7607213862,26.598255153,26.0654405213
102817,36.6470117999,36.6470117999,36.6470117999,50.2593112902
102818,42.8942288103,57.5393232664,42.8942288103,43.0820975284
102819,42.8033259949,34.7389002381,35.2581385131,35.8112015562
102820,41.1693867085,32.4128530445,30.4836163139,27.8482113382
102821,33.5466117973,27.2462832574,34.0284999651,27.9058075518
102822,32.954450081,53.1855265398,42.6866233634,35.7539741731
102823,35.5082088246,50.71330417,39.4913262284,36.0325357842
102824,35.8713329638,46.7770335334,39.3271207618,29.4802838597
102825,22.930056608,23.3438426326,22.0132238068,20.550804636
102826,52.5979461997,46.0311617904,48.4643221887,49.4965758744
102827,37.2919539934,41.0470210535,35.1584604897,37.6553471633
102828,34.7355065997,30.0325502636,28.7968183135,31.9328262521
102829,21.0278435816,17.5579475157,25.4694238086,19.4234311674
102830,34.5562581045,35.7468162923,38.8299178524,32.7438502128
102831,39.8564620647,41.6627569163,39.8498794645,40.4841953742
102832,24.7852560178,23.3770354566,21.5820440817,19.9056426263
102833,43.708901003,48.261747423,63.8257974479,51.8248292376
102834,40.9316644095,34.1479716517,36.4729472761,38.5933662824
102835,35.0383427563,36.8162685679,37.2977576603,27.5545249255
102836,22.7002477077,31.9331939286,29.7995605549,41.0549510524
102837,36.1793966233,41.7567459922,37.0128954463,35.4976407556
102838,26.1113743517,28.9538451321,29.5545658175,23.2912154401
102839,41.3616524732,36.3663539516,50.8682583798,55.9381421147
102840,30.8712993202,32.9849309959,25.3570293904,44.9394022662
102841,33.3059252964,45.2342532251,33.3059252964,35.5355344667
102842,25.9893379944,34.3694151467,25.7860338813,33.517644651
102843,52.4550978999,46.7078443217,46.7078443217,46.7078443217
102844,20.5325243091,26.3498329643,24.546989972,28.2221122549
102845,29.9259871341,31.4784245888,32.6764629546,30.5842206696
102846,25.9337520222,23.4031490638,21.7301823878,21.7776880268
102847,27.9856555606,26.8448439392,26.1816729404,34.4097843482
102848,46.1058897555,40.9294837414,49.4615776258,40.753587043
102849,31.8282406284,26.819467966,28.5068492416,30.3921349552
102850,32.9024385016,31.3204851056,21.4135154858,28.3442908176
102851,25.5900637295,28.1165292109,20.0019137875,24.2367273755
102852,30.7235527545,23.3354717455,27.3561329603,27.4931884288
102853,29.1292422038,30.0724812371,26.617734662,24.6457441753
102854,34.4193282882,39.7061136969,41.4300312905,41.8574915471
102855,34.5807532591,34.0151264616,31.2479957494,30.876287992
102856,54.0648605614,66.4473807982,54.0648605614,58.0665610839
102857,37.7949855106,48.6096342973,39.6140190984,34.6152793769
102858,55.1852111713,40.5835863231,37.3411549748,49.0123875903
102859,36.5199484361,32.179507925,33.7274057375,35.9486224539
102860,41.1856954727,37.6155239525,47.0493997817,46.7093648854
102861,43.2483269019,42.7641007289,52.6195980769,42.7641007289
102862,40.280314072,40.280314072,40.0484497366,45.852553508
102863,43.1302021607,37.3595399323,27.4767330628,29.7268282578
102864,36.1881517917,33.0088857141,43.1012024036,42.5959564006
102865,26.2758772282,23.1443554794,45.7109867054,32.9640773919
102866,33.4855536816,31.7307434846,36.9367295494,30.1490156615
102867,44.7511194735,42.6249778318,50.1025978186,50.7687634045
102868,36.5352152407,44.2870118621,40.0724771789,32.7419947886
102869,43.7464083327,31.4721862573,32.9141312732,32.4524872336
102870,39.5597128416,30.6618295018,24.9272864017,26.3638118183
102871,38.8867303792,24.4873186137,23.5967190769,22.4471340242
102872,45.8205820583,42.9874530994,41.2073382136,46.8525964258
102873,58.3200713235,57.3423706825,53.3935317509,55.4851726787
102874,36.6821111454,40.0770517866,33.9569303686,33.7955525841
102875,33.9768778075,43.0321289492,28.6069656858,43.3470866478
102876,34.6320097867,33.5846911182,31.5108041423,32.4604637643
102877,36.2308990865,38.3760695762,34.1362518378,34.3261603669
102878,26.3800480018,20.5007511489,28.5230021383,25.8401149102
102879,40.8702363266,57.4931209791,43.5281661884,54.9214724612
102880,82.7680045945,82.7680045945,82.7680045945,82.7680045945
102881,24.9269456434,26.9844098642,27.6512328467,29.6017406154
102882,37.1882827028,53.6314198997,37.0412543427,40.0985023837
102883,38.7820241496,51.9145088781,36.4368104766,36.4368104766
102884,59.1596808839,47.8250072366,40.3499121234,40.9364752497
102885,42.4456325666,31.1155561456,31.7556995691,37.8895663804
102886,47.5382453925,52.424623286,51.7474429412,47.2932080862
102887,19.2320881815,38.1159503436,23.5702481471,28.6039769736
102888,42.2625609093,82.8085037949,42.5048104947,53.4212368554
102889,35.451362134,33.9082682143,43.3934306113,33.7488366595
102890,20.7017257317,21.566004626,29.7326012275,25.7171228105
102891,32.1100371407,29.4611821504,33.904777716,30.0564842277
102892,56.0029213484,58.7172885137,55.2197400815,50.5532058022
102893,28.8229411237,29.0873863079,23.0295194994,34.1378061244
102894,43.271444491,41.1010320312,38.8688403087,44.2767635222
102895,50.2868579223,57.0319862703,52.0844074739,58.3153151311
102896,39.4429110742,39.8925305374,35.5861137292,38.2975105131
102897,48.0515631821,36.3801562754,29.9986853794,33.4445990085
102898,36.5002298192,40.487339122,45.0855797737,39.1690585805
102899,36.333805122,36.8252755175,32.5098830904,36.4643867459
102900,46.4344554781,37.659550285,38.996827289,36.4287362043
102901,39.7541380123,40.9219040891,45.7485984357,39.7541380123
102902,29.4503020651,39.1925467621,33.4687904622,37.8697753778
102903,22.3420764306,17.576949371,22.1487702518,19.1672395661
102904,29.6048682607,25.5553769541,27.3529440818,26.8550349272
102905,31.530333213,31.8199121502,24.6196450521,27.1146197569
102906,35.9988768604,33.0345048718,22.1954655777,31.2427419933
102907,37.9996515545,51.6229700678,37.9872927177,43.6236655307
102908,49.8147324108,51.7206944534,32.0636278767,35.7094769927
102909,35.8422578838,33.5836140008,52.567078224,43.4053058468
102910,42.3768973243,40.0777101666,41.3275349381,40.8144070389
102911,31.2818479678,33.7957508606,34.959038614,45.8481531129
102912,49.671764328,43.8236334175,45.2591032067,49.9485577424
102913,43.6190823728,36.436628246,46.7377852744,39.4799184363
102914,39.6273309662,53.367420855,39.5480123767,36.6725723518
102915,27.7032729252,31.6208298276,35.711662395,30.8440072744
102916,38.6584297051,42.1832737733,50.5539562833,52.8226769589
102917,30.1273363563,32.2687870743,35.975098454,30.6114544249
102918,24.7874688195,21.4654191873,47.8381210676,27.2330714729
102919,30.4691293863,35.6202928118,38.8461504088,33.5954872723
102920,30.7980148341,43.640603839,31.7662290905,41.0273756225
102921,48.1143092224,45.4600527059,51.485635607,59.9065904442
102922,38.7272643952,33.1533311987,32.6634593971,35.3810394471
102923,47.4480873001,45.9324855884,42.8173017483,46.7803769232
102924,34.7897498264,43.1635050992,43.2079546197,36.9193869093
102925,29.8934076887,23.1297251671,22.6468061473,23.7166625765
102926,32.0983085924,34.2216616249,34.4069271716,44.7054409578
102927,41.5295491759,37.7365380279,38.5569189487,39.2613580829
102928,34.6008722453,28.8860140479,26.0409760521,30.3192723489
102929,39.0347914163,37.1764667425,33.6332654546,27.2575142542
102930,30.6183116534,30.3500362433,33.0021803041,31.1026291256
102931,39.7509950128,35.1063139513,29.7401753399,31.7378613893
102932,27.2029966008,30.9770837899,27.720786167,50.6896857084
102933,25.8905151907,24.581115669,52.9573921834,20.8188573136
102934,34.0726274814,38.4303346511,30.2452719754,26.8930479256
102935,44.3769553588,39.2922847309,49.4821315674,44.6787980082
102936,33.3454795066,35.5052532374,35.731000615,37.0767056811
102937,39.489796785,31.3951259719,39.3134866898,40.587103197
102938,30.2357528935,31.2741926858,41.955154167,45.5983398291
102939,32.5118737853,34.3420897228,37.4337778419,35.086050704
102940,27.6837187165,26.7873992302,29.9319452406,41.25108715
102941,39.6223942167,28.4379794751,27.2081335914,25.0922523812
102942,30.4276292219,33.5073852191,29.9400260152,30.7203833192
102943,46.3027268922,50.1816988008,41.935497576,41.935497576
102944,43.359090819,47.5318898991,32.9504870653,46.0411023561
102945,26.9187760648,29.9434845782,31.219789757,41.655623197
102946,39.4523905227,33.1325382671,45.9292203903,47.5394784448
102947,26.4602544821,30.5393864743,29.3786290083,52.1915695361
102948,40.3090962018,33.6142112659,34.6614436936,54.0180832797
102949,23.9964666826,29.9765588901,32.3215834256,28.0623094542
102950,67.6162380414,65.340448998,67.7309074463,65.4610419356
102951,50.3271574333,51.4016857711,44.4806976001,55.8805570521
102952,54.4416436789,54.4416436789,54.4416436789,64.8528221715
102953,29.4855363772,27.0098558236,37.6656963358,31.1008596642
102954,33.3768410366,28.5205579394,30.0043338918,42.1114191988
102955,35.496134598,35.525407903,28.9301418184,43.0841813976
102956,37.4225113106,41.9943617123,36.0499948341,39.1620817746
102957,39.0334395541,33.8954045712,42.1779936993,43.262648413
