id,qA,qB,qC,qD
100265,34.2487652223,21.1230277871,21.5752884987,21.3860387324
100266,51.5227030642,49.0811449513,47.6803347684,47.6803347684
100267,37.6832221656,42.9349927332,37.7962109123,37.7984960619
100268,29.2761527891,27.2593374187,37.6811659014,28.5169091363
100269,41.218330349,41.218330349,38.287039841,34.907272837
100270,34.0147066133,34.0147066133,34.2454487357,34.2454487357
100271,34.6590509432,35.5844994794,35.7059883407,40.728571356
100272,53.5553058258,58.4189845668,53.4772291188,53.3929563398
100273,40.2627211472,40.2627211472,40.262469894,52.513220553
100274,33.5649145438,40.988704834,35.2694651896,33.7619117186
100275,43.2843383873,39.5676541066,36.9506227928,38.3731012506
100276,29.9406918092,35.4816580537,31.4360436772,29.9406918092
100277,25.1521649267,25.1521649267,25.1521649267,34.2642273211
100278,36.3216945071,37.7199939813,37.7199939813,34.136269247
100279,38.23255026,42.6598523714,40.2221583364,42.6598523714
100280,30.215660172,30.1337295324,30.215660172,30.215660172
100281,35.7170967544,32.6445475178,32.7337483459,32.6445475178
100282,45.2267706201,37.9742672351,37.1816006737,37.1816006737
100283,37.2504983218,37.2504983218,27.6298477808,37.3524934578
100284,36.5162167237,32.1873390915,37.1547507389,32.1873390915
100285,43.3412455474,41.152550901,40.9851256351,43.3412455474
100286,38.1333870069,36.0856322322,37.4214182501,44.5970723307
100287,31.0822225885,35.4872380454,30.2384838955,30.0987710971
100288,25.9421954343,35.5983997551,32.4268652455,36.7977141481
100289,30.3810931657,32.0548419435,31.9583364712,31.3239629488
100290,33.3559019769,33.5239815286,30.5824645296,36.6686026952
100291,55.6969523143,58.4203580784,61.193327754,51.1237620287
100292,39.624082467,39.624082467,39.624082467,39.624082467
100293,33.922667018,34.1475429515,33.922667018,32.3666230144
100294,35.0658093959,35.0658093959,37.5409763147,35.0658093959
100295,55.166277158,55.166277158,55.166277158,55.166277158
100296,52.9366138649,52.9366138649,54.7342005383,52.9366138649
100297,38.2515747943,38.3037080021,46.9579923189,38.2515747943
100298,44.0265921339,44.0265921339,44.0265921339,44.0265921339
100299,33.5042242132,25.214173345,25.214173345,25.7588453259
100300,55.615564615,41.3685929714,47.2572132327,45.1374733183
100301,37.0298333319,34.5462172134,37.1270104902,40.6735542177
100302,35.7653175965,35.7653175965,35.7653175965,37.755471847
100303,32.9576362346,32.9576362346,29.0211535378,29.0211535378
100304,43.9140127549,43.9140127549,50.4650270473,43.9140127549
100305,32.7502696114,28.9059787554,28.2305056621,27.4165669278
100306,54.2094691845,41.0039179863,44.6028464946,41.0039179863
100307,24.698060609,24.8782724417,30.0169106479,27.8995763139
100308,37.0071000405,37.0071000405,37.0071000405,42.427160519
100309,42.3741133384,42.3741133384,42.3741133384,46.364926728
100310,36.6981633919,35.9643359113,34.0098023981,34.0098023981
100311,26.0536441158,26.0536441158,26.7200217647,26.0536441158
100312,23.6431720607,28.5627388314,35.6024948113,24.4328160203
100313,27.1345699757,30.5465069479,33.7835783474,28.1085329367
100314,29.9262773789,33.9623665594,29.9262773789,31.1619888756
100315,42.4715016735,51.0165473489,42.4715016735,44.0965688467
100316,25.9854314211,25.9854314211,29.7401346814,30.559571427
100317,54.2740899036,40.8381208661,40.8381208661,40.8381208661
100318,31.4611303771,31.2450716273,30.9914480843,30.9914480843
100319,26.6783422169,33.1909843628,26.8129219614,26.8129219614
100320,39.5908105204,39.4143678521,41.3628697715,32.1770152515
100321,33.9767207396,38.6980177107,33.9767207396,38.6980177107
100322,28.4430967479,28.4430967479,26.857743635,26.7244157937
100323,42.1914161765,48.1530140912,45.4266439098,47.4671417847
100324,21.2717585717,27.8385765934,27.0435335589,26.2357776181
100325,28.9300945106,26.1183520173,24.021526616,34.0020068391
100326,32.5366243478,34.1843802318,31.5397359867,32.1253778591
100327,20.5873085441,21.7867555755,31.275132879,27.0869178042
100328,23.2112419038,23.2112419038,23.6322931077,23.9370893415
100329,31.5602511846,37.341213446,31.5602511846,33.6601158783
100330,38.4308122408,35.4022980042,36.4759619411,37.5828719054
100331,26.0512472505,26.0512472505,26.0512472505,26.0512472505
100332,27.3127961227,27.3127961227,27.9187088931,27.6456585687
100333,27.6472834298,27.6472834298,30.9398131382,27.6472834298
100334,31.3735227689,33.74126918,42.0289168535,42.0289168535
100335,20.8636926237,20.8636926237,33.661501082,30.2743361967
100336,27.0228666711,29.2990180778,28.4000903743,25.3683304386
100337,42.2151606163,37.4087714783,40.849515395,32.9060779584
100338,32.3895706147,28.9421625546,30.7592389813,25.1290327147
100339,42.8148501844,42.8148501844,42.8148501844,42.8148501844
100340,43.893249924,43.8640625747,36.4347304767,36.4347304767
100341,35.0280408832,34.1502302395,45.0677048944,35.4378905116
100342,25.5314037554,25.3576390873,28.5048481529,25.8100454412
100343,39.3037719837,43.1874062377,41.6189452146,38.3043340386
100344,47.0282967526,28.6478611309,28.3054398073,32.5528183925
100345,39.0067947509,41.5230544983,38.1131128979,34.8445076178
100346,29.8415121865,46.8108172563,39.1050576088,42.8491316163
100347,33.5130279796,40.7497042196,38.6152067169,33.5130279796
100348,30.9336661362,32.2035090908,30.9336661362,34.0449612266
100349,37.5230113643,42.0969978291,38.1006239372,41.2332746791
100350,22.5333051129,20.1765123805,22.9819535101,23.4778393585
100351,31.3311249225,38.2595334867,32.423022832,38.2595334867
100352,51.5312778592,48.1954918511,52.4116005168,52.4424768937
100353,38.7672009534,42.2148524631,42.4212131734,38.9920194738
100354,48.53459329,47.9240567223,43.4262476829,43.4262476829
100355,32.1033845914,30.2390174685,37.2463596834,29.8609810835
100356,20.1393184499,16.5211408899,18.907421314,16.5211408899
100357,35.1261479987,29.5317091117,26.6388111561,26.2386648737
100358,25.9039939329,25.9039939329,25.9039939329,25.9039939329
100359,26.9858895808,22.0436097147,26.0301928812,25.0146768409
100360,25.2833402832,27.7250174193,19.2133917341,25.9766203427
100361,24.7742339524,25.182654719,24.7603693356,25.5681507171
100362,47.8394566765,34.4514924757,34.1744363799,36.082639415
100363,19.1506926284,19.6037005258,19.1506926284,20.1145405422
100364,31.951616684,43.4179913938,27.0117678981,27.2337736143
100365,43.28825699,43.0710999989,43.28825699,48.4687253332
100366,36.4889297832,42.2531480282,37.4477391993,39.6047998041
100367,38.6415195185,41.3551909219,38.4488106642,38.4488106642
100368,44.23417394,38.5474787147,38.6956642342,40.126525011
100369,27.4837377985,31.3228095754,34.948208391,33.4246938361
100370,19.734726805,27.770250473,22.9528346641,19.734726805
100371,32.7747053563,30.0889875587,30.1846302036,27.5972494598
100372,41.1487850235,35.4766952371,33.9741129592,34.6634344283
100373,37.4122538783,36.9260132847,38.275425159,38.275425159
100374,49.0956197098,49.0956197098,49.2455298932,49.0956197098
100375,28.6897808149,40.9872110814,31.305759683,36.8984479017
100376,38.1465684348,37.9254781795,37.9254781795,38.1465684348
100377,34.6490880428,25.1538482154,24.7843375364,28.2854542403
100378,36.4492518793,42.9072108973,36.5741570388,38.6744711793
100379,32.0775901543,32.0775901543,32.0775901543,37.1505260019
100380,39.887003919,41.1058903285,42.4792544226,32.1127179851
100381,37.9402443296,36.472994459,37.859474548,38.1933401551
100382,35.2803610098,32.0488414678,34.5853995547,39.2236454484
100383,28.7550138111,28.7550138111,26.6284103713,30.3217387991
100384,40.4826933977,47.0319959101,46.880643555,44.8367299765
100385,25.1837352265,21.475442283,26.8187550749,24.0073580575
100386,25.035061302,26.1564577817,26.2746767323,32.4370330958
100387,37.301432462,39.7484960436,33.3921977304,37.301432462
100388,36.688892992,35.6468439782,34.4410477294,34.0036689513
100389,32.2702923377,34.1540215792,32.6841074165,26.179279941
100390,38.6409502125,37.6039046886,30.5759082048,28.3889878312
100391,29.6097741294,29.6097741294,34.3101104889,34.3101104889
100392,22.1055562231,27.682752763,21.4124327862,21.8268648689
100393,27.8181821914,27.8181821914,32.0798745771,34.2363792851
100394,36.3950909525,33.1021563516,33.1021563516,33.1021563516
100395,49.7488741733,49.904897596,47.2746974468,57.3381671547
100396,26.7842695892,26.7842695892,29.9069261981,31.7584726749
100397,30.4935945501,30.6469956022,44.9547068215,41.1628715666
100398,73.7157980729,73.767032592,73.7912816145,80.9299577423
100399,52.8412247027,47.7557774144,49.3773980664,54.0731982361
100400,37.2154123781,37.2154123781,37.2154123781,37.2154123781
100401,29.7765713567,29.7765713567,30.069079802,30.069079802
100402,31.9275068269,35.0533332015,31.9275068269,35.0533332015
100403,24.972592046,25.7700815045,27.4086149166,28.0591429768
100404,41.4973058611,41.3805986436,41.4410990619,41.4410990619
100405,27.3483661609,21.9951475033,20.5325104479,23.95728115
100406,52.8106936438,52.8665342438,42.7588117914,41.1769414497
100407,36.0039031459,29.5674377994,35.8504862426,29.5674377994
100408,44.1928441757,40.9533698437,42.4515377472,36.1993186441
100409,26.4662166592,26.4662166592,26.4662166592,26.4662166592
100410,27.314841947,27.1563410354,27.1563410354,35.2573307585
100411,26.5771999411,29.7612973716,27.124436305,30.2981502847
100412,34.7521341436,27.8835427426,25.9511162579,25.459155992
100413,44.9098261615,44.9098261615,43.570491972,43.8995315938
100414,32.2391066532,32.2391066532,34.0487519056,34.247697737
100415,28.8246098169,29.9155575674,28.5316401517,25.9994624304
100416,30.3851227942,30.3851227942,31.7452860323,30.7563893236
100417,27.4738928541,25.2938509235,32.6444330952,26.3126919645
100418,35.3248016801,45.4613463385,41.8199298435,44.1311880487
100419,23.2431966989,24.8697052061,31.0024403365,23.6618574593
100420,24.8884808156,26.8375654825,28.2894556191,33.1503189588
100421,34.4327108288,38.5561574705,34.0677687955,39.581803862
100422,34.8999896865,34.8999896865,31.8620516668,31.8620516668
100423,39.7850475701,43.0066117235,38.1170993437,42.6608403423
100424,29.5884101846,32.1103694154,41.359036112,34.7721681708
100425,34.8859935639,34.8859935639,46.7198175583,44.5763359256
100426,26.9508990882,27.582452336,27.0497639311,26.0258271376
100427,32.3113105391,26.5878263214,32.356186766,32.3382962904
100428,35.3796048118,43.4423464892,35.2839593664,35.3796048118
100429,31.7466221976,31.7971103378,31.7971103378,31.7971103378
100430,26.6973498527,20.9324668255,20.9808272609,26.8241291835
100431,24.5897024462,29.2323971539,28.490418859,32.6259267254
100432,51.6100726566,48.1614540643,48.3195199525,57.2469433089
100433,49.7373866064,54.1094766069,48.7684156192,44.5160192084
100434,30.5777648385,30.5777648385,38.3662732013,30.8650252752
100435,35.9502187585,29.3835192293,29.6761899525,29.6761899525
100436,25.6739605781,25.8239877888,29.6033495161,26.0595758781
100437,36.0083133103,29.7742853895,30.6250515327,29.7742853895
100438,35.8358530088,50.1886886669,41.9766477758,41.7343752887
100439,22.8230182427,22.8230182427,26.9197124656,28.5240429574
100440,28.7510190416,30.5807872049,28.3138482255,28.3138482255
100441,34.9948257931,34.9948257931,34.9948257931,38.5041399898
100442,37.1148039978,32.7881033426,32.8690125323,35.2106359618
100443,45.9057076263,45.9057076263,45.9057076263,45.9057076263
100444,38.7223122053,38.7223122053,38.7223122053,38.7223122053
100445,41.3697902037,48.6692559938,41.3697902037,41.3697902037
100446,38.2840918251,34.5038738503,37.0907366836,34.5038738503
100447,42.2240798461,42.8979932555,37.2644353508,37.5619944799
100448,25.4783066836,20.6763865398,20.9546198643,21.6569241335
100449,21.8182033213,24.4444730938,23.2804275992,23.0716479595
100450,42.7540945674,41.5376027834,43.394893058,42.6170433972
100451,34.2536652534,37.8554736208,36.1780082716,36.3252978254
100452,47.2840988177,38.8323993992,44.3443378551,40.5538544673
100453,34.9696133657,27.5056188629,27.9729017217,27.3142085861
100454,29.5781478861,29.5781478861,29.5781478861,29.707777606
100455,40.9926061601,40.9926061601,43.9035736512,40.9926061601
100456,27.8895538394,27.8895538394,31.1030230464,32.7201262427
