id,qA,qB,qC,qD
102579,31.4821837454,33.03164666,32.2856546622,36.6233077056
102580,35.6263231291,26.2443795606,22.8701802892,33.8846308791
102581,32.0767123342,32.645162096,32.0767123342,33.7174069501
102582,27.1334211402,37.8626495256,27.1334211402,33.5550073996
102583,26.1533179155,23.0436633004,31.8800779484,22.7180212366
102584,23.508522199,23.223921517,26.9723444235,24.1016204471
102585,22.4121838235,22.636503268,29.378032708,26.5987778
102586,34.8264295174,34.6009468609,34.6009468609,34.6009468609
102587,26.0297117865,26.0297117865,26.0297117865,26.1609652211
102588,24.495923113,29.9536733539,25.0188439956,23.7458572434
102589,32.5045560985,30.3721722984,30.5492337274,30.1659700977
102590,17.2627104042,18.5560858098,26.7734159791,28.4762482644
102591,28.2584741727,29.6907775541,21.4744031391,25.4931569171
102592,20.9176348723,20.6650204536,20.6650204536,20.9176348723
102593,37.8412155623,42.5467395707,37.9347891936,37.9347891936
102594,19.8009774272,24.4156371857,29.0552147538,20.5385971386
102595,25.9722547171,25.7942496684,25.9722547171,30.2576398394
102596,26.323633577,24.1016234185,23.3134545572,23.1539133985
102597,28.3884992966,28.1584837895,28.1584837895,28.1584837895
102598,25.1679172314,25.4070715167,28.5462314513,23.7654229913
102599,38.0919840317,25.9294325126,25.9890127733,28.5429741029
102600,25.4302540794,18.7677432913,19.1464229093,29.2857055903
102601,25.9086318484,29.2217486939,27.2992855729,21.2675891317
102602,16.6998723018,23.0848466519,21.7416235903,19.1940410647
102603,20.1980580573,23.4905627253,30.4321855502,20.9116262118
102604,29.5725306251,26.1441003265,26.1441003265,26.1441003265
102605,27.0334009936,27.0334009936,27.0334009936,26.76715816
102606,21.7542450803,20.9140521123,25.1378566532,20.9140521123
102607,49.2615369565,28.8966150403,27.9666558458,29.643772319
102608,26.8750116669,23.962941628,24.5974985745,23.962941628
102609,31.779485411,29.3539245303,29.3539245303,29.467050584
102610,25.9351734098,27.0438468489,32.0955632655,25.7844882959
102611,24.9660309935,24.6714427177,24.4767522256,24.4721466865
102612,21.5248983164,21.5248983164,24.8193087333,26.7342238365
102613,24.2569703287,22.0479456173,24.6131619729,22.0479456173
102614,28.6204026179,26.2374940256,28.9437677285,22.3307556226
102615,44.1980848117,48.5928655939,45.0682655153,46.5740839374
102616,30.1623612193,25.0813740955,21.2558058471,24.3717209767
102617,26.8230782806,23.8304636064,23.6922323967,23.8304636064
102618,25.3751778066,26.5002278865,24.680490433,24.9463171409
102619,27.0502507092,26.8659384928,27.3457684722,27.3457684722
102620,28.7636937459,26.9516233793,29.9828449243,25.4259688108
102621,31.7892931274,31.9500828765,31.7892931274,31.7892931274
102622,19.9175067234,19.918419819,21.2923569654,17.9952164193
102623,23.6712101548,24.6529589436,24.1943596078,23.6712101548
102624,24.9190218488,28.4897294381,26.7125997652,24.717679709
102625,23.0236200544,29.8279362281,22.4278820671,21.5792769082
102626,42.0872287404,42.0872287404,42.0872287404,42.0872287404
102627,22.9820130174,22.636503268,22.636503268,33.3958924781
102628,25.0672392974,20.696182082,27.4375192867,20.4912658494
102629,23.5409317664,26.4624285042,23.5039985833,24.6937549182
102630,27.6416709297,25.5072449544,23.7177713302,22.7089157012
102631,30.6853354506,28.4307425016,28.1484806648,29.0362808892
102632,31.107979054,35.1330471189,26.9277553214,30.6450034124
102633,28.7719869927,21.769069766,22.448546673,22.7077094787
102634,28.2796670253,21.6095279842,21.3975238807,21.3975238807
102635,24.135439447,24.135439447,24.431434103,24.135439447
102636,20.5872341821,20.7916501746,20.0442972037,21.2983465865
102637,28.23215254,29.0948125815,28.23215254,28.5765069413
102638,19.5434475239,21.4648076691,19.5434475239,41.6482986219
102639,22.9384319976,23.0533414385,21.6445396168,26.8444714996
102640,29.4501697002,24.6205726689,21.2400039889,28.9212813441
102641,22.2140336669,23.6280136418,19.0122421968,27.511865001
102642,31.7145843014,28.0246374614,27.917145834,27.7954744775
102643,23.8765283478,25.7858301626,23.5986334827,23.4797128767
102644,27.964677127,26.433859395,26.433859395,28.6866910068
102645,28.0487942919,28.1333593691,26.3277915126,26.5768894343
102646,25.9792476981,21.1321262166,20.1568501877,21.7214745695
102647,24.8197474735,23.9432989926,33.543280119,24.4359602047
102648,29.7012775184,30.1299539597,29.2593658692,28.9729089751
102649,28.2835053007,25.89477061,25.89477061,25.6838310343
102650,18.5432657793,19.2454001797,18.5432657793,19.3300832587
102651,27.1016392292,25.4115272,36.928324892,26.5532272506
102652,30.3070157724,29.282840758,29.1363996796,29.1363996796
102653,28.2704070265,21.1736394462,21.1736394462,21.2604929509
102654,31.889967768,25.3334874678,29.808970214,25.3097474759
102655,29.2168493494,29.4176015018,29.2168493494,31.1871734139
102656,22.3602772533,25.5882241901,22.492442814,22.3602772533
102657,39.297838866,48.7302045131,41.6538324445,45.4118607037
102658,32.6893196122,32.6893196122,32.8539807928,32.6893196122
102659,27.0334009936,27.0334009936,27.2555869856,27.0334009936
102660,23.6943505933,24.0541109347,24.5810184795,23.6943505933
102661,21.831621274,31.9117319568,20.9930587,26.3949408483
102662,33.0005707877,30.6711885017,30.4737555599,30.7552034712
102663,27.9615422615,20.9276030483,30.0946362148,19.8253690678
102664,29.9510079737,29.9510079737,30.4141654525,29.9510079737
102665,21.2513697582,26.6680162437,19.5752680662,31.8967175643
102666,25.696602042,25.8727370803,27.6214277606,25.696602042
102667,23.0795425378,27.5793430794,23.2672335345,23.0795425378
102668,18.7859196808,21.3103939696,18.2884586131,18.2884586131
102669,17.5552792878,21.0506033381,19.4309714581,17.8434272926
102670,27.8402087702,26.450601761,25.7180957906,23.6744092502
102671,22.8713411933,20.1714436866,25.9298357554,20.1714436866
102672,34.07523419,25.9411915807,28.8182684727,33.2042526171
102673,30.3636564381,30.5178793188,29.9785753979,30.7721258702
102674,25.257236861,21.7597271511,27.4102498377,24.0335254672
102675,18.7339452788,22.211257844,19.4641575825,21.0426834763
102676,27.4465580951,20.8528833916,20.0502990428,23.8862523347
102677,15.4629773756,21.0087103831,21.3349700573,16.9594348885
102678,22.4402773592,22.4402773592,25.0557610195,24.6535621637
102679,20.70731509,22.3450265444,20.4572972118,29.9851015197
102680,32.9421938322,27.4591778111,26.3240902535,31.187047657
102681,26.1753180657,32.7224093795,21.9198668575,23.0241940686
102682,15.8601770313,30.5902843583,23.9356186397,19.326680657
102683,27.6792145021,33.413058539,27.6792145021,27.6792145021
102684,26.1879017556,27.3977857974,25.9745396084,27.2222640578
102685,30.2229183981,24.4619173295,24.0454137279,24.242699826
102686,33.9828740618,31.8575577302,32.5189325347,34.8007714785
102687,27.5924569838,21.4117967766,22.6411551209,29.1094326359
102688,27.0011752335,25.7561643428,28.1957595481,25.7561643428
102689,29.6478286975,28.3900527456,28.3900527456,36.5568945387
102690,21.0218020487,19.6915826159,20.9472460483,24.7435410075
102691,21.8500784328,21.8500784328,21.918092392,27.7215021712
102692,29.0168466246,27.9386555358,35.5323453701,27.0338554231
102693,18.8813038741,27.615162406,21.8252770558,18.8813038741
102694,28.6297155785,26.7607358181,20.5645530638,24.8961686668
102695,17.146847264,20.9592610057,22.9299309041,20.1001502748
102696,25.5692484511,27.0829352378,25.394042057,25.394042057
102697,23.6060741984,21.1592942447,21.1592942447,21.939281761
102698,25.1557963514,20.025625321,19.8253690678,20.5715669962
102699,31.3437709475,26.6854904183,26.8673536003,26.6854904183
102700,22.3242414649,27.1965204209,31.0962754854,22.1071358148
102701,24.035245274,23.2826375074,22.7797485455,22.7797485455
102702,21.5936485329,20.8670571858,21.1533596545,25.3753780782
102703,26.2304516778,19.8947933527,27.7360592239,20.7361938158
102704,31.9462414238,35.3748325848,32.0712292286,31.7098633354
102705,28.4747432539,32.7978014924,32.10664504,27.4915578986
102706,31.9297758065,20.7851863317,22.9104015386,24.9719059268
102707,32.3431994104,22.2295309199,33.0937209991,31.2533966649
102708,21.9791874448,21.5984315429,24.0772666298,21.3865384038
102709,33.311664199,32.5024782517,32.8204548594,32.8204548594
102710,22.1667810355,23.1704509647,20.6251821949,25.5725685575
102711,26.2611603241,25.684217672,31.5606301258,25.5853734062
102712,25.2562008947,25.2562008947,25.4316305244,25.2562008947
102713,34.3879429322,30.4349218536,30.0798694179,30.2129467576
102714,55.8674994753,55.8674994753,55.589123846,65.3665971569
102715,31.8346655433,27.3861567507,30.0635774787,30.1106202378
102716,22.8071824556,23.8099772469,22.5101716114,22.5974531063
102717,30.2530043892,37.6299972593,31.5773590781,30.2530043892
102718,19.9988326086,29.3454047187,20.6107329774,23.5251300454
102719,23.0691140806,22.3478447181,25.96220583,25.2961298974
102720,24.6472462945,38.4051974849,25.0086310009,24.6472462945
102721,15.8477158227,15.7338677982,22.4704327095,16.5811199055
102722,30.5180206113,30.5180206113,30.5180206113,30.5180206113
102723,28.7927323267,28.0597141865,18.2369853529,22.2440672262
102724,25.1101235569,25.1101235569,25.1101235569,25.3596286673
102725,23.3139420523,23.3139420523,23.1555764238,23.1555764238
102726,22.5600036775,27.9680093867,27.1382852575,22.9505073291
102727,38.4090218929,38.5399044379,38.5399044379,38.5399044379
102728,27.2352734084,23.3275209241,19.6795523339,21.2704309323
102729,25.9274925265,26.0171048565,36.4545713978,26.8139321533
102730,29.4758190666,30.4516601989,27.7219368156,24.9225526811
102731,26.3420226793,27.3521027172,26.5540074088,23.7534960778
102732,30.4149355383,30.2072574551,30.4149355383,30.7478386884
102733,24.0029195543,18.9081198326,19.6088013915,21.78364228
102734,24.3368762819,26.9571389812,23.2713660141,23.2713660141
102735,28.7478608945,23.6831259718,22.5708659162,22.5708659162
102736,17.3540021975,24.0445255404,24.014608592,22.701810118
102737,23.1051846968,29.6855017543,33.1271300856,25.7924426179
102738,18.4864093216,18.0369729105,18.9529199324,21.7486061199
102739,29.7071248669,19.3650470227,26.2647906626,27.8612342822
102740,40.4445952144,39.9683623935,39.9683623935,39.8591210833
102741,25.9204251811,25.9204251811,26.099312576,25.9204251811
102742,59.0686304462,37.3275433295,28.5455670375,27.6597857606
102743,25.8929524387,25.8929524387,26.1462324101,26.1462324101
102744,35.0693254714,35.0743994071,31.6099176907,28.785869679
102745,20.9878266881,20.8683176458,21.3549750542,16.1131772419
102746,22.9684321758,35.8387256245,22.9884650294,38.8129930077
102747,29.9583312382,24.6345333457,25.1477679323,24.4669969443
102748,30.543955747,36.9170314969,35.5092874875,30.543955747
102749,28.7726987138,30.6372056238,35.171552916,35.3029126563
102750,51.2044728818,39.8144191965,39.8144191965,39.8144191965
102751,30.2686812677,29.5824959641,26.1287975336,22.0063785008
102752,23.5772437211,19.8217054582,19.0684240556,27.9061633324
102753,34.3337077747,25.4318728011,25.709484945,25.4318728011
102754,28.0196525508,23.0213349449,23.0213349449,23.0213349449
102755,25.116053462,34.0951186068,19.3102112085,19.7834472104
102756,24.2853492731,18.589507513,21.0074970574,17.9755095246
102757,23.2959530868,34.4273227053,27.5843484587,23.2959530868
102758,22.7690778722,26.0325733843,21.1945552214,25.8613459364
102759,34.0364755254,33.9199390165,34.0364755254,34.0364755254
102760,33.5141123692,28.1452629904,28.1452629904,28.1452629904
102761,28.9557392888,24.4006467319,24.3267378268,23.6247429542
102762,21.7290731019,26.0793159434,21.7290731019,23.0304670454
102763,19.6527583378,26.5020094742,18.9708162551,18.9708162551
102764,23.1674543426,29.6827884376,23.5162448276,23.1674543426
102765,22.6817562595,36.7741200271,22.4542041202,19.7898083757
102766,18.2571016474,16.8082334124,17.6323618428,25.1652230954
102767,20.7468138291,26.8720887595,28.9100026351,21.1605665663
102768,25.7881232462,26.3333422693,34.9909428777,25.9999319236
102769,21.9791556051,22.5211692566,25.0741082483,23.7531631551
102770,25.3937299055,25.2185634746,24.7636077894,26.7607358181
102771,27.2863963989,23.0419438509,26.0500227112,44.3267381256
102772,30.1456184827,23.7535353707,30.536639139,27.1828943707
102773,19.6072190945,23.3948152078,28.2410531113,23.2720994862
102774,18.2979430805,16.6566083482,28.9153337259,18.9810567298
102775,25.0925859205,22.7190977942,22.7190977942,22.8755982843
102776,26.7618320121,26.7618320121,29.2518814303,26.6267726381
102777,26.0512570996,21.7448108087,17.8406545158,17.3547243252
102778,26.2287247819,26.0376776056,33.9348346394,25.9231570176
102779,30.0676816192,30.0676816192,30.5748383695,29.8925437941
102780,21.128218669,28.9229513361,20.8061328233,21.2762662012
102781,37.0083406206,35.3162522885,19.9174337573,26.5864207789
102782,23.9106779767,24.8320334898,20.0742334763,23.088051767
102783,28.6500291946,28.367620079,28.6500291946,28.0230305343
102784,29.1875234962,28.9509044833,31.567140337,30.0754979021
102785,33.0345477926,29.8995350517,28.8400258763,28.8400258763
102786,23.9510373782,22.9516373441,23.5660989274,22.4905412212
102787,43.2178364504,44.8631731222,41.7351122056,41.713743521
102788,19.5142318245,28.2955556945,20.0519431535,21.6318353753
102789,23.6862137278,23.6862137278,23.6862137278,27.5308058181
102790,30.3406188279,32.3056161338,31.8144223417,28.221383195
102791,29.1073306527,26.7147874799,31.0359641703,26.1780635446
102792,32.9719006063,25.5042286533,26.6253263802,25.8173331745
102793,25.0160186418,29.4207616081,24.4842787544,25.2167545898
102794,35.1621016043,26.1644670477,31.0214126068,26.0487817393
102795,31.6306909163,33.6408643266,24.3586217893,24.7988184452
102796,25.7756986795,29.5383565257,24.8267413839,24.7015549212
102797,35.718795183,24.0682850414,22.8961985672,35.6452815005
102798,24.0586757444,20.3026563932,20.3026563932,20.3026563932
102799,30.5765084468,30.5624938146,30.5624938146,30.918729907
102800,23.6157953988,23.9951138201,26.5138405313,23.4267571221
102801,20.1147234101,22.1662849277,20.1147234101,37.9068727653
102802,22.3147503588,22.1854878665,26.5961437657,22.1854878665
102803,21.3401356476,21.5494938213,21.3401356476,25.4739361567
102804,31.0375546571,28.784747629,28.784747629,28.784747629
102805,30.5117413033,30.5117413033,30.5117413033,31.6155010721
102806,33.8939431035,37.9324640044,32.4833727343,35.8707382752
102807,23.2406701633,23.4692256553,25.4231230739,33.3771772701
102808,23.6814507135,24.4019013229,23.9689213419,23.6814507135
102809,33.9562589627,34.8075635247,33.0401947887,40.1762476112
102810,24.8571927332,22.4121838235,24.8964375913,25.6674957467
102811,20.353113914,19.2734449521,27.8121965074,18.4492695064
102812,32.4995826761,25.8851642532,29.0332958449,25.7065850837
102813,22.2668552069,28.2800623708,22.2668552069,22.2668552069
102814,26.4182379531,26.15814675,26.15814675,26.4182379531
102815,20.9474504467,25.3786199109,21.3400672488,23.6290985139
102816,22.2399107788,22.5526420435,18.7604986156,18.861730634
102817,31.5095721095,31.5095721095,31.5095721095,32.4555367094
102818,39.3954125785,44.3007283768,39.3954125785,39.5694732687
102819,27.3171314245,21.5748839267,27.5332942223,21.8112444737
102820,32.2171959443,25.801878366,25.801878366,25.5540875233
102821,22.8449554409,22.5628172394,21.7465795965,20.6155204739
102822,23.8212951523,24.126411514,23.8212951523,28.0989402181
102823,20.1925055321,31.8319001207,26.9152759951,23.2694504954
102824,26.2449865514,28.6234355891,36.9366051058,23.1336055971
102825,19.6626873231,21.4886314842,19.2746643715,19.2746643715
102826,33.7386455642,25.2935291342,30.2155971462,25.2068327807
102827,23.4049312914,27.7350219455,23.4049312914,23.4049312914
102828,26.7757999908,26.6421499368,26.6421499368,26.7757999908
102829,23.17336292,18.9742712669,22.7117683207,17.8063576045
102830,25.9463834159,24.8975055301,25.7729868437,24.6567128275
102831,34.532170803,34.532170803,34.532170803,36.8916795739
102832,17.5707255904,17.5707255904,17.5707255904,17.5707255904
102833,26.6227127254,26.6227127254,38.3456919295,28.9953412121
102834,23.9190506279,31.0005325598,23.7283810248,29.9828449243
102835,24.3976719882,31.3544792935,24.3976719882,24.1020941484
102836,18.1764346536,23.1385168026,18.6369906196,33.8249666563
102837,22.145562417,23.7667250607,22.145562417,27.3077285963
102838,18.968738336,19.6833367144,19.5967274706,18.5876530804
102839,24.1027334038,24.1027334038,37.3296953583,27.2101680135
102840,20.9294266586,23.2196581749,20.8074355311,23.7013122399
102841,21.9906794248,30.5400133251,21.9906794248,22.9042466762
102842,22.1856283517,24.5257392059,22.9890605627,23.9016509051
102843,32.3258791343,32.3258791343,32.3258791343,32.3258791343
102844,22.5391556291,22.5391556291,22.5391556291,23.5909600535
102845,22.6516529855,23.5183625463,22.5932810517,22.3616064097
102846,22.0173801918,19.6762483406,19.6762483406,19.6762483406
102847,21.8564903007,21.8564903007,21.8564903007,22.6815957225
102848,31.1394164514,31.0202526217,31.2454709966,30.8853908914
102849,24.845832869,22.7583710627,23.2263462762,25.2285442772
102850,18.7225559785,29.8253904796,17.4857231296,17.6358676231
102851,21.4399012398,20.1792114275,16.8102593068,23.0316649787
102852,26.7913317037,17.0057354363,20.0098737464,17.0057354363
102853,21.4142155239,24.6489829384,21.0122361744,21.0122361744
102854,26.28747376,26.28747376,26.6224928614,26.28747376
102855,22.9656612261,27.9025166382,23.3253319974,22.5117145478
102856,24.9230033147,29.7763846452,28.9045532032,30.1856296642
102857,24.3754772416,27.2928418675,23.1071658531,23.412418191
102858,39.0130272343,25.7568855043,25.6081811653,27.6483597714
102859,32.9703627008,26.6052990753,27.3933761016,27.0194351791
102860,27.8810209877,28.4949037609,28.4949037609,30.8956073059
102861,31.7720550576,31.4295585117,35.105352111,31.4295585117
102862,25.9166200843,25.9166200843,25.7641931196,27.0931500452
102863,34.3079138198,33.7363503734,26.1267411886,26.1267411886
102864,22.5016810086,23.7872422135,29.637981231,28.5931226468
102865,24.9719059268,21.9791709405,33.091719798,23.9285803066
102866,24.6399836477,25.5172906545,28.1808650149,23.6405176222
102867,36.1015679862,37.1159519996,32.2924660635,36.4447598875
102868,20.8002135081,34.0303475666,26.7265133147,21.5895354317
102869,29.9643367064,20.3337118644,20.3337118644,20.3337118644
102870,25.758036425,26.1069168154,20.6195024997,20.6195024997
102871,28.8046680803,22.6448141912,22.6448141912,22.0350786667
102872,30.1501682898,26.5609580617,26.5609580617,26.5609580617
102873,33.4136881846,35.445304058,30.9125996677,36.1826413767
102874,23.7967389128,25.8425724855,21.1894292201,21.1894292201
102875,25.3204754555,35.4902250913,20.1498962211,27.7258583725
102876,29.2522056356,28.4532269888,28.4532269888,28.4532269888
102877,24.6553301051,24.7787913395,24.6553301051,24.7787913395
102878,20.3387650928,19.4881006646,24.3599068869,19.6956617434
102879,29.8192911567,33.3070311922,30.1438958431,31.3963170428
102880,39.3151959646,39.3151959646,39.3151959646,39.3151959646
102881,21.8031021633,22.3220624105,22.8132135076,21.8031021633
102882,24.0850291095,30.1945744729,22.6071175874,22.6856813994
102883,24.7319610772,26.9983589866,24.7319610772,24.4927671073
102884,35.4269382031,28.4810622448,25.0588961872,25.0588961872
102885,29.3810696932,27.6679584572,27.6679584572,27.6679584572
102886,37.6215248062,43.669053721,37.6215248062,37.4573240884
102887,18.4534420483,29.0648942198,20.8139885396,24.106338468
102888,31.6039682519,44.2886760222,31.7892931274,38.281892433
102889,35.6612829339,29.3461158458,39.4149625015,29.1752476406
102890,19.1680604173,19.1680604173,21.2868925705,21.2393640101
102891,29.6677928053,29.0683594993,29.6677928053,29.6677928053
102892,27.2626437523,30.8998086637,31.1190295929,27.2030278364
102893,20.5974409225,21.6762007065,20.5974409225,20.5974409225
102894,27.3034479897,24.6683880198,24.6991864601,25.5031666639
102895,37.7378666255,37.9347891936,37.7378666255,37.7378666255
102896,27.091304589,26.0402907991,22.3024507369,25.4648424896
102897,34.2721921953,21.9273356058,21.9273356058,27.4206908132
102898,27.7914201105,27.7914201105,29.9428073831,27.9822042262
102899,22.5434898374,23.8504213398,24.2709638984,28.6238321237
102900,34.1040896846,28.2204976824,28.8713213486,28.8141472059
102901,28.5550262356,28.4311210669,28.4311210669,28.5550262356
102902,23.3030221177,23.5971565529,23.3030221177,27.7208494419
102903,20.803199977,17.3029787014,18.0602928744,17.3029787014
102904,24.2454526445,23.3625884004,23.7211677907,23.7211677907
102905,23.9387099954,24.8700435594,17.0158168995,20.4482438268
102906,25.5375098386,18.9711371243,18.686001593,23.8345637232
102907,24.5261850824,33.1510081068,24.9143817832,30.9817162411
102908,27.898028033,32.8519740891,20.1381500939,22.9380413739
102909,22.7037804963,22.5894254667,27.6636725427,31.3673204764
102910,30.5337251383,31.7204311117,30.5337251383,30.0442471596
102911,23.5597298074,24.7585838716,23.6293318295,30.234462914
102912,32.8595889905,32.6215965539,32.8595889905,39.1933954495
102913,27.4966086228,27.3357584304,27.3357584304,27.3357584304
102914,24.1567423238,33.4137873057,24.1567423238,24.1567423238
102915,21.8412780944,21.8412780944,25.1998041056,23.0870250234
102916,26.8819684163,27.0373234945,28.3960618459,29.5420347537
102917,25.0896122725,23.2612885256,27.5415555045,21.2668876044
102918,20.3460110782,18.4936996434,29.1311797365,24.7399072349
102919,26.4182379531,26.4182379531,28.4040855186,26.8191840891
102920,24.589047584,34.8212773008,24.589047584,27.194797264
102921,25.9477518003,25.9477518003,30.265201585,40.4863604813
102922,23.1828520061,21.2217586004,20.9022324787,21.9458313865
102923,21.8467085108,24.5518250984,23.8593640473,24.52765262
102924,22.2108327173,28.9304987441,30.0776481105,25.2329055429
102925,20.5205013988,18.1027742537,22.72909757,19.6816129001
102926,21.1336319849,25.4779366337,23.3443514737,34.4273227053
102927,27.5548094038,25.6220381286,25.7215230216,25.6220381286
102928,25.4385666307,21.3492153147,17.895621572,24.1174571613
102929,28.5779325451,23.5350336467,27.9925001583,26.5932975631
102930,20.6483485674,21.0416385275,20.6947205429,19.5348150371
102931,25.4163875423,28.6167260457,25.0947330264,25.0947330264
102932,21.2126127664,21.4206828301,21.2126127664,40.4362509319
102933,23.1175774695,17.5476457551,39.2622301734,17.5476457551
102934,30.8610388149,23.3048352829,23.2133063868,23.931245694
102935,28.117735431,27.8153962436,28.2408454524,28.2408454524
102936,26.2758426907,25.368692964,29.3962448937,26.2758426907
102937,31.9069987057,25.4446092588,25.8985968885,27.3913676023
102938,23.2413085052,23.8926178415,34.7700229047,27.0025030381
102939,22.6279217346,22.6279217346,23.5079897939,28.5635848144
102940,22.9205317062,22.5109220675,24.353687261,24.3921350175
102941,25.5891858049,21.0664460873,19.0160602739,19.3999131624
102942,27.4266998431,28.5168748819,25.9864275468,25.2500832807
102943,29.4959954006,29.609678595,29.367306935,29.367306935
102944,23.1318144242,29.3723005975,23.319277311,32.9903036165
102945,21.8592532814,22.1296447789,22.1296447789,29.4303129983
102946,27.8086882057,25.3260827384,29.3082084971,27.3681481238
102947,22.8895733255,23.0772274203,22.8895733255,38.0570989938
102948,25.555669272,25.555669272,25.555669272,41.8636709704
102949,18.5321434814,27.272992921,23.3099526384,21.6948245163
102950,36.5656357747,33.3724237077,36.6280585637,33.4344656141
102951,35.2933173449,31.9555366723,31.4706820337,37.9400238199
102952,32.9767006224,32.9767006224,32.9767006224,33.3200342297
102953,31.4359666941,26.9540834939,31.6516611283,27.6355294675
102954,23.8606504205,19.3645927326,20.3721789046,33.4098055085
102955,27.0987450318,23.3187114463,23.3187114463,29.2221212887
102956,26.0318183287,28.6007623295,21.4364560827,25.6958792471
