0	1	0	0	child of Elissa Forrester	:Elissa_Forrester	:Rodrik_Forrester,:Asher_Forrester,:Ethan_Forrester,:Ryon_Forrester,:Mira_Forrester,:Talia_Forrester
1	1	0	0	allegiance of Elissa Forrester	:Elissa_Forrester	:House_Forrester
2	1	0	0	last of Elissa Forrester	:Elissa_Forrester	:The_Ice_Dragon
0	1	0	0	child of Joseth Umber	:Joseth_Umber	:Maynard_Umber,:Cedric_Umber
0	1	0	0	where Joseth Umber is	:Joseth_Umber	:Last_Hearth
1	1	0	0	allegiance of Joseth Umber	:Joseth_Umber	:House_Umber
2	1	0	0	whose child is Joseth Umber	:Joseth_Umber	:Hothor_Umber,:Amarylis_Umber
0	1	0	0	where Nymeria Sand is	:Nymeria_Sand	:Yi_Ti
0	1	0	0	the season that Nymeria Sand appeared in	:Nymeria_Sand	:Season_6,:Season_5,:Season_7
1	1	0	0	whose child is Nymeria Sand	:Nymeria_Sand	:Oberyn_Martell
2	1	0	0	episode where Nymeria Sand was mentioned in	:Nymeria_Sand	:First_of_His_Name
0	1	0	0	episode Bowen Marsh first appeared in	:Bowen_Marsh	:The_Wars_to_Come
0	1	0	0	what killed Bowen Marsh	:Bowen_Marsh	:Jon_Snow,:Mutiny_at_Castle_Black
1	1	0	0	title of Bowen Marsh	:Bowen_Marsh	:Night's_Watch
2	1	0	0	what Bowen Marsh is the side two commander of	:Bowen_Marsh	:Mutiny_at_Castle_Black
0	1	0	0	culture of Olly's mother	:Olly's_mother	:Northmen
0	1	0	0	what killed Olly's mother	:Olly's_mother	:Styr
1	1	0	0	the season that Olly's mother appeared in	:Olly's_mother	:Season_4
2	1	0	0	spouse of Olly's mother	:Olly's_mother	:Guymon
0	1	0	0	what first side of Battle of Qohor is	:Battle_of_Qohor	:Dothraki
0	1	0	0	where Battle of Qohor took place	:Battle_of_Qohor	:Free_Cities,:Qohor
1	1	0	0	what second side of Battle of Qohor is	:Battle_of_Qohor	:Qohor
2	1	0	0	second side force of Battle of Qohor	:Battle_of_Qohor	:Second_Sons,:Unsullied
0	1	0	0	what Randyll Tarly is the side two commander of	:Randyll_Tarly	:War_of_the_Five_Kings,:Robert's_Rebellion,:Battle_of_Ashford
0	1	0	0	whose spouse is Randyll Tarly	:Randyll_Tarly	:Melessa_Tarly
1	1	0	0	child of Randyll Tarly	:Randyll_Tarly	:Samwell_Tarly,:Dickon_Tarly,:Talla_Tarly
2	1	0	0	whose father is Randyll Tarly	:Randyll_Tarly	:Samwell_Tarly,:Dickon_Tarly,:Talla_Tarly
0	1	0	0	allegiance of Eon Hunter	:Eon_Hunter	:House_Arryn
0	1	0	0	the season that Eon Hunter appeared in	:Eon_Hunter	:Season_1
1	1	0	0	culture of Eon Hunter	:Eon_Hunter	:Andals
2	1	0	0	Eon Hunter appeared in	:Eon_Hunter	:A_Golden_Crown
0	1	0	0	what first side of Kingsmoot is	:Kingsmoot	:Euron_Greyjoy
0	1	0	0	whose ruler is Kingsmoot	:Kingsmoot	:Kingdom_of_the_Iron_Islands
1	1	0	0	what is before Kingsmoot	:Kingsmoot	:Assassination_of_Balon_Greyjoy
2	1	0	0	location of Kingsmoot	:Kingsmoot	:Westeros,:Iron_Islands
0	1	0	0	allegiance of Stevron Frey	:Stevron_Frey	:House_Frey
0	1	0	0	father of Stevron Frey	:Stevron_Frey	:Walder_Frey
1	1	0	0	sibling of Stevron Frey	:Stevron_Frey	:Roslin_Tully,:Lothar_Frey,:Walder_Rivers,:Shirei_Frey,:Waldron_Frey,:Olyvar_Frey,:Ryger_Rivers
2	1	0	0	whose child is Stevron Frey	:Stevron_Frey	:Walder_Frey,:Joyeuse_Frey,:Kitty_Frey
0	1	0	0	place of Aegon Targaryen	:Aegon_Targaryen_(son_of_Rhaegar)	:King's_Landing
0	1	0	0	title of Aegon Targaryen	:Aegon_Targaryen_(son_of_Rhaegar)	:Prince
1	1	0	0	whose second side casualty is Aegon Targaryen	:Aegon_Targaryen_(son_of_Rhaegar)	:Sack_of_King's_Landing
2	1	0	0	allegiance of Aegon Targaryen	:Aegon_Targaryen_(son_of_Rhaegar)	:House_Targaryen
0	1	0	0	Battle of the Seven Stars is a battle of	:Battle_of_the_Seven_Stars	:Andal_Invasion
0	1	0	0	commanded one side in Battle of the Seven Stars	:Battle_of_the_Seven_Stars	:Artys_Arryn
1	1	0	0	place of Battle of the Seven Stars	:Battle_of_the_Seven_Stars	:The_Vale_of_Arryn
2	1	0	0	what first side of Battle of the Seven Stars is	:Battle_of_the_Seven_Stars	:Andals,:House_Arryn
0	1	0	0	whose child is Obella Sand	:Obella_Sand	:Oberyn_Martell
0	1	0	0	mother of Obella Sand	:Obella_Sand	:Ellaria_Sand
1	1	0	0	episode where Obella Sand was mentioned in	:Obella_Sand	:First_of_His_Name
2	1	0	0	the season that Obella Sand appeared in	:Obella_Sand	:Season_4
0	1	0	0	preceded Renly Baratheon	:Renly_Baratheon	:Robert_Baratheon
0	1	0	0	whose title is Renly Baratheon	:Renly_Baratheon	:Mace_Tyrell
1	1	0	0	the season that Renly I Baratheon appeared in	:Renly_Baratheon	:Season_1,:Season_2
2	1	0	0	whose lover is Renly I Baratheon	:Renly_Baratheon	:Loras_Tyrell
0	1	0	0	what second side of The Long Night is	:The_Long_Night	:White_Walkers,:Wights
0	1	0	0	what is after The Long Night	:The_Long_Night	:Unification_of_the_North,:Fall_of_the_Night's_King,:Thousand_Years_War
1	1	0	0	what was preceded by The Long Night	:The_Long_Night	:Thousand_Years_War
2	1	0	0	side one commander of The Long Night	:The_Long_Night	:Brandon_Stark_(the_Builder)
0	1	0	0	what second side of Battle of Stone Mill is	:Battle_of_Stone_Mill	:House_Lannister,:House_Clegane
0	1	0	0	what first side of Battle of Stone Mill is	:Battle_of_Stone_Mill	:House_Tully
1	1	0	0	what waspreceded by Battle of Stone Mill	:Battle_of_Stone_Mill	:Liberation_of_Harrenhal
2	1	0	0	place of Battle of Stone Mill	:Battle_of_Stone_Mill	:the_Riverlands
0	1	0	0	whose first side force is Ulf the White	:Ulf_the_White	:Sack_of_Tumbleton
0	1	0	0	culture of Ulf the White	:Ulf_the_White	:Valyrians
1	1	0	0	where Ulf the White is	:Ulf_the_White	:Dragonstone_(island)
2	1	0	0	title of Ulf the White	:Ulf_the_White	:Knighthood
0	1	0	0	whose first side is Qohor	:Qohor	:Century_of_Blood
0	1	0	0	whose second side is Qohor	:Qohor	:Battle_of_Qohor
1	1	0	0	founder of Qohor	:Qohor	:Valyrian_Freehold
2	1	0	0	location of Qohor	:Qohor	:Dothraki_Sea,:Essos,:Free_Cities
0	1	0	0	father of Josera Snow	:Josera_Snow	:Gregor_Forrester
0	1	0	0	sibling of Josera Snow	:Josera_Snow	:Rodrik_Forrester,:Asher_Forrester,:Ethan_Forrester,:Ryon_Forrester,:Mira_Forrester,:Talia_Forrester,:Elsera_Snow
1	1	0	0	whose sibling is Josera Snow	:Josera_Snow	:Rodrik_Forrester,:Asher_Forrester,:Ethan_Forrester,:Ryon_Forrester,:Mira_Forrester,:Talia_Forrester,:Elsera_Snow
2	1	0	0	episode Josera Snow first appeared in	:Josera_Snow	:The_Ice_Dragon
0	1	0	0	the season that Chella appeared in	:Chella	:Season_1,:Season_2
0	1	0	0	last of Chella	:Chella	:The_North_Remembers
1	1	0	0	allegiance of Chella	:Chella	:Tyrion_Lannister
2	1	0	0	location of Chella	:Chella	:Mountains_of_the_Moon
0	1	0	0	episode where Hobb was mentioned in	:Hobb	:Breaker_of_Chains,:Mockingbird,:The_Climb
0	1	0	0	episode Hobb first appeared in	:Hobb	:The_Watchers_on_the_Wall
1	1	0	0	location of Hobb	:Hobb	:White_Harbor
2	1	0	0	the season that Hobb appeared in	:Hobb	:Season_4,:Season_5
0	1	0	0	whose second side is Faith of the Seven	:Faith_of_the_Seven	:Faith_Militant_uprising
0	1	0	0	what Faith of the Seven is an institution of	:Faith_of_the_Seven	:King's_Landing
1	1	0	0	whose allegiance is Faith of the Seven	:Faith_of_the_Seven	:Tommen_Baratheon,:Baelor_Targaryen,:High_Septon_(After_the_riot_of_King's_Landing),:High_Septon_(Before_the_riot_of_King's_Landing),:Mordane,:Unella
2	1	0	0	whose religion is Faith of the Seven	:Faith_of_the_Seven	:King's_Landing,:Robert_Baratheon,:Tyrion_Lannister,:Stannis_Baratheon,:Joffrey_Baratheon,:Aerys_II_Targaryen,:Robb_Stark,:The_North,:Walder_Frey,:Red_Keep,:Tommen_Baratheon,:Arya_Stark,:Sansa_Stark,:Renly_Baratheon,:Loras_Tyrell,:Oberyn_Martell,:Rhaegar_Targaryen,:Dorne,:Aegon_I_Targaryen,:Kingdom_of_the_North,:Aegon_V_Targaryen,:Catelyn_Stark,:Baelor_Targaryen,:Samwell_Tarly,:Elia_Martell,:Lancel_Lannister,:The_Vale_of_Arryn,:Davos_Seaworth,:The_Twins,:The_Riverlands,:The_Stormlands,:Iron_Islands,:Viserys_Targaryen,:Myrcella_Baratheon,:The_Crownlands,:Brienne_of_Tarth,:Daeron_I_Targaryen,:The_Reach,:Rhaella_Targaryen,:Amarylis_Umber,:Storm's_End,:High_Sparrow,:Gerold_Hightower,:Harrenhal,:Dragonstone_(castle),:Riverrun,:Randyll_Tarly,:Kingdom_of_the_Stormlands,:Kitty_Frey,:The_Westerlands,:Aerion_Targaryen,:Kingdom_of_the_Reach,:Highgarden,:The_Eyrie,:Oldtown,:Laenor_Velaryon,:Matthos_Seaworth,:Dornish_Marches,:Kingdom_of_the_Isles_and_Rivers,:Principality_of_Dorne,:Casterly_Rock,:Dickon_Tarly,:Sunspear,:Kingdom_of_the_River_and_the_Hills,:Castle_Black,:Kingdom_of_the_Iron_Islands,:Kingdom_of_the_Mountain_and_the_Vale,:Britt_Warrick,:Axell_Florent,:Preston_Greenfield,:Kingdom_of_the_Rock,:Raymont_Baratheon,:Dragonstone_(island),:Wendel_Manderly,:Tyland_Lannister,:Corlys_Velaryon,:Starfall,:Addam_Marbrand,:Lewyn_Martell,:White_Harbor,:Hugh_Hammer,:Great_Sept_of_Baelor,:Ulf_the_White,:Highpoint,:Horn_Hill,:Lord_of_Riverrun,:Wyllis_Bracken,:Runestone,:Evenfall_Hall,:Ormund_Baratheon,:The_Hightower,:Seagard,:Stone_Hedge,:Lannisport,:The_Arbor,:Wyman_Manderly,:Clegane's_Keep,:Leo_Lefford,:Castle_Stokeworth,:Water_Gardens,:Ashford,:The_Citadel,:Unella,:Blackhaven,:Jason_Lannister,:Tarth,:Brightwater_Keep,:Cooper,:Reginald_Lannister,:The_Crag,:Stonehelm,:Raymun_Darry,:Rain_House,:Haystack_Hall
0	1	0	0	located in Iron Islands	:Iron_Islands	:Pyke_(castle)
0	1	0	0	location of Iron Islands	:Iron_Islands	:Westeros
1	1	0	0	located in Iron Islands	:Iron_Islands	:Greyjoy_Rebellion,:Faith_Militant_uprising,:Kingsmoot
2	1	0	0	who rules Iron Islands	:Iron_Islands	:House_Greyjoy
0	1	0	0	side two commander of Red Wedding	:Red_Wedding	:Tywin_Lannister,:Walder_Frey,:Roose_Bolton,:Lothar_Frey,:Walder_Rivers
0	1	0	0	what first side of Red Wedding is	:Red_Wedding	:House_Stark,:House_Forrester,:House_Tully
1	1	0	0	what is after Red Wedding	:Red_Wedding	:Purple_Wedding,:Assassination_of_Ethan_Forrester,:Skirmish_at_the_Tuttle_Farm
2	1	0	0	what a conflict of Red Wedding is	:Red_Wedding	:War_of_the_Five_Kings
0	1	0	0	what Harlen Tyrell is the side two commander of	:Harlen_Tyrell	:War_of_Conquest
0	1	0	0	culture of Harlen Tyrell	:Harlen_Tyrell	:Andals
1	1	0	0	title of Harlen Tyrell	:Harlen_Tyrell	:War_of_Conquest,:Warden,:Highgarden
2	1	0	0	where Harlen Tyrell is	:Harlen_Tyrell	:Highgarden
0	1	0	0	side one commander of Battle of the Blackwater	:Battle_of_the_Blackwater	:Tyrion_Lannister,:Joffrey_Baratheon,:Tywin_Lannister,:Hand_of_the_King,:Mace_Tyrell,:Loras_Tyrell,:Lancel_Lannister,:Sandor_Clegane,:Bronn,:Boros_Blount,:Mandon_Moore,:Hallyne
0	1	0	0	first side casualty of Battle of the Blackwater	:Battle_of_the_Blackwater	:Matthos_Seaworth
1	1	0	0	killed by Battle of the Blackwater	:Battle_of_the_Blackwater	:Matthos_Seaworth,:Mandon_Moore,:Baratheon_officer
2	1	0	0	what was followed by Battle of the Blackwater	:Battle_of_the_Blackwater	:Surrender_of_the_Crag
0	1	0	0	episode where Night King was mentioned in	:Night_King	:The_Winds_of_Winter,:The_Broken_Man
0	1	0	0	what Night King is the side three commander of	:Night_King	:Conflict_Beyond_the_Wall
1	1	0	0	what was ruled by Night King	:Night_King	:Beyond_the_Wall
2	1	0	0	killed by Night King	:Night_King	:Three-eyed_raven
0	1	0	0	whose title is Second Sons	:Second_Sons	:Daario_Naharis
0	1	0	0	those allied with Second Sons	:Second_Sons	:Oberyn_Martell,:Daario_Naharis,:Mero,:Prendahl_na_Ghezn
1	1	0	0	Second Sons is military of	:Second_Sons	:Meereen,:Bay_of_Dragons
2	1	0	0	what Second Sons is the side one participant of	:Second_Sons	:Massacre_of_the_Khalar_vezhven
0	1	0	0	episode Matthos Seaworth first appeared in	:Matthos_Seaworth	:The_North_Remembers
0	1	0	0	allegiance of Matthos Seaworth	:Matthos_Seaworth	:House_Baratheon_of_Dragonstone
1	1	0	0	episode where Matthos Seaworth died	:Matthos_Seaworth	:Blackwater
2	1	0	0	religion of Matthos Seaworth	:Matthos_Seaworth	:Faith_of_the_Seven,:R'hllor
0	1	0	0	mother of Rodrik Greyjoy	:Rodrik_Greyjoy	:Alannys_Greyjoy
0	1	0	0	whose child is Rodrik Greyjoy	:Rodrik_Greyjoy	:Balon_Greyjoy,:Alannys_Greyjoy
1	1	0	0	whose family is Rodrik Greyjoy	:Rodrik_Greyjoy	:Vickon_Greyjoy
2	1	0	0	whose sibling is Rodrik Greyjoy	:Rodrik_Greyjoy	:Theon_Greyjoy,:Yara_Greyjoy,:Maron_Greyjoy
0	1	0	0	first episode of Armeca	:Armeca	:You_Win_or_You_Die
0	1	0	0	the season that Armeca appeared in	:Armeca	:Season_1,:Season_2
1	1	0	0	last of Armeca	:Armeca	:Blackwater
2	1	0	0	where Armeca is	:Armeca	:King's_Landing
0	1	0	0	place of Lothar Frey	:Lothar_Frey	:The_Twins
0	1	0	0	mother of Lothar Frey	:Lothar_Frey	:Joyeuse_Frey,:Kitty_Frey
1	1	0	0	killed by Lothar Frey	:Lothar_Frey	:Talisa_Stark
2	1	0	0	culture of Lothar Frey	:Lothar_Frey	:Andals
0	1	0	0	what preceded Ambush at the Harbor	:Ambush_at_the_Harbor	:Capture_of_the_Whitehill_Garrison
0	1	0	0	what second side of Ambush at the Harbor is	:Ambush_at_the_Harbor	:House_Whitehill
1	1	0	0	commanded one side in Ambush at the Harbor	:Ambush_at_the_Harbor	:Rodrik_Forrester,:Asher_Forrester,:Duncan_Tuttle,:Royland_Degore,:Amaya
2	1	0	0	first side force of Ambush at the Harbor	:Ambush_at_the_Harbor	:Bloodsong,:The_Beast,:Beskha
0	1	0	0	whose family is Talisa Stark	:Talisa_Stark	:Sandbox/Jon_Snow_(Updated)
0	1	0	0	episode where Talisa Stark was mentioned in	:Talisa_Stark	:The_Broken_Man,:Blood_of_My_Blood
1	1	0	0	what Talisa Stark is the side one participant of	:Talisa_Stark	:Surrender_of_the_Crag
2	1	0	0	the season that Talisa Stark appeared in	:Talisa_Stark	:Season_3,:Season_2
0	1	0	0	sibling of Brynden Tully	:Brynden_Tully	:Hoster_Tully
0	1	0	0	last of Brynden Tully	:Brynden_Tully	:No_One
1	1	0	0	allegiance of Brynden Tully	:Brynden_Tully	:House_Tully
2	1	0	0	episode Brynden Tully first appeared in	:Brynden_Tully	:Walk_of_Punishment
0	1	0	0	appeared in Oathbreaker	:Oathbreaker	:Gerold_Hightower,:Arthur_Dayne,:Howland_Reed
0	1	0	0	Oathbreaker is the last of	:Oathbreaker	:Alliser_Thorne,:Olly,:Othell_Yarwyck,:Bowen_Marsh
1	1	0	0	first episode is Oathbreaker	:Oathbreaker	:Jon_Umber_(Smalljon),:Ornela,:High_Priestess_of_the_Dosh_Khaleen
2	1	0	0	mentioned is episode Oathbreaker	:Oathbreaker	:Robert_Baratheon,:Rhaegar_Targaryen,:Jon_Umber_(Greatjon)
0	1	0	0	led first side of Skirmish at the Tuttle Farm	:Skirmish_at_the_Tuttle_Farm	:Gared_Tuttle
0	1	0	0	what was followed by Skirmish at the Tuttle Farm	:Skirmish_at_the_Tuttle_Farm	:Red_Wedding
1	1	0	0	second side leader of Skirmish at the Tuttle Farm	:Skirmish_at_the_Tuttle_Farm	:Britt_Warrick
2	1	0	0	where Skirmish at the Tuttle Farm happened	:Skirmish_at_the_Tuttle_Farm	:The_North
0	1	0	0	what caused death of Rast	:Rast	:Ghost
0	1	0	0	whose second side force is Rast	:Rast	:Raid_on_Craster's_Keep
1	1	0	0	last of Rast	:Rast	:First_of_His_Name
2	1	0	0	died from Rast	:Rast	:Jeor_Mormont
0	1	0	0	married to Kevan Lannister	:Kevan_Lannister	:Dorna_Lannister
0	1	0	0	the season that Kevan Lannister appeared in	:Kevan_Lannister	:Season_1,:Season_6,:Season_2,:Season_5
1	1	0	0	whose father is Kevan Lannister	:Kevan_Lannister	:Lancel_Lannister,:Willem_Lannister,:Martyn_Lannister
2	1	0	0	culture of Kevan Lannister	:Kevan_Lannister	:Andals
0	1	0	0	killed by Lem	:Lem	:Ray
0	1	0	0	religion of Lem	:Lem	:R'hllor
1	1	0	0	last of Lem	:Lem	:No_One
2	1	0	0	allegiance of Lem	:Lem	:Brotherhood_Without_Banners
0	1	0	0	what caused death of Rhaenys Targaryen	:Rhaenys_Targaryen_(daughter_of_Rhaegar)	:Knighthood,:Gregor_Clegane,:Sack_of_King's_Landing
0	1	0	0	allegiance of Rhaenys Targaryen	:Rhaenys_Targaryen_(daughter_of_Rhaegar)	:House_Targaryen
1	1	0	0	father of Rhaenys Targaryen	:Rhaenys_Targaryen_(daughter_of_Rhaegar)	:Rhaegar_Targaryen
2	1	0	0	whose child is Rhaenys Targaryen	:Rhaenys_Targaryen_(daughter_of_Rhaegar)	:Rhaegar_Targaryen,:Elia_Martell
0	1	0	0	the season that Jon Lynderly appeared in	:Jon_Lynderly	:Season_1
0	1	0	0	culture of Jon Lynderly	:Jon_Lynderly	:Andals
1	1	0	0	allegiance of Jon Lynderly	:Jon_Lynderly	:House_Arryn
2	1	0	0	Jon Lynderly appeared in	:Jon_Lynderly	:A_Golden_Crown
0	1	0	0	whose sibling is Stannis Baratheon	:Stannis_Baratheon	:Robert_Baratheon,:Renly_Baratheon
0	1	0	0	episode Stannis Baratheon first appeared in	:Stannis_Baratheon	:The_North_Remembers
1	1	0	0	what Stannis I Baratheon is the side one commander of	:Stannis_Baratheon	:Robert's_Rebellion,:Conflict_Beyond_the_Wall,:Battle_of_Castle_Black,:Greyjoy_Rebellion,:Assassination_of_Renly_I,:Assault_on_Dragonstone
2	1	0	0	whose title is Stannis Baratheon	:Stannis_Baratheon	:Davos_Seaworth
0	1	0	0	Mycah appeared in	:Mycah	:The_Kingsroad
0	1	0	0	what caused death of Mycah	:Mycah	:Sandor_Clegane
1	1	0	0	episode where Mycah died	:Mycah	:The_Kingsroad
2	1	0	0	the season that Mycah appeared in	:Mycah	:Season_1
0	1	0	0	allegiance of Hallyne	:Hallyne	:House_Targaryen,:Iron_Throne
0	1	0	0	place of Hallyne	:Hallyne	:King's_Landing
1	1	0	0	last of Hallyne	:Hallyne	:Blackwater
2	1	0	0	what Hallyne is the side one commander of	:Hallyne	:Battle_of_the_Blackwater
0	1	0	0	first side casualty of Sack of Winterfell	:Sack_of_Winterfell	:Dagmer,:Lorren,:Urzen,:Gelmarr
0	1	0	0	what was followed by Sack of Winterfell	:Sack_of_Winterfell	:Battle_of_the_Blackwater
1	1	0	0	commanded one side in Sack of Winterfell	:Sack_of_Winterfell	:Theon_Greyjoy,:Dagmer
2	1	0	0	commanded second side in Sack of Winterfell	:Sack_of_Winterfell	:Ramsay_Bolton
0	1	0	0	mentioned is episode Breaker of Chains	:Breaker_of_Chains	:Robert_Baratheon,:Baelor_Targaryen,:Elia_Martell,:Hoster_Tully,:Luthor_Tyrell,:Karl_Tanner,:Hobb
0	1	0	0	whose last was Breaker of Chains	:Breaker_of_Chains	:Joffrey_Baratheon,:Dontos_Hollard
1	1	0	0	whose death episode is Breaker of Chains	:Breaker_of_Chains	:Guymon,:Dontos_Hollard
2	1	0	0	first episode is Breaker of Chains	:Breaker_of_Chains	:Olly,:Hizdahr_zo_Loraq,:Great_Master_1_(Breaker_of_Chains),:Mole's_Town_whore
0	1	0	0	took place in The Dreadfort	:The_Dreadfort	:Assault_on_the_Dreadfort
0	1	0	0	religion of The Dreadfort	:The_Dreadfort	:Old_Gods_of_the_Forest
1	1	0	0	has the The Dreadfort castle	:The_Dreadfort	:The_North,:Kingdom_of_the_North
2	1	0	0	is in The Dreadfort	:The_Dreadfort	:Ramsay_Bolton,:Roose_Bolton,:Domeric_Bolton
0	1	0	0	whose spouse is Walder Frey	:Walder_Frey	:Joyeuse_Frey,:Kitty_Frey
0	1	0	0	whose first side force is Walder Frey	:Walder_Frey	:Battle_of_the_Whispering_Wood
1	1	0	0	last of Walder Frey	:Walder_Frey	:The_Winds_of_Winter
2	1	0	0	whose father is Walder Frey	:Walder_Frey	:Roslin_Tully,:Lothar_Frey,:Walder_Rivers,:Shirei_Frey,:Walda_Frey_(The_Rains_of_Castamere),:Stevron_Frey,:Derwa_Frey,:Waldra_Frey,:Waldron_Frey,:Olyvar_Frey,:Ryger_Rivers,:Arwaya_Frey
0	1	0	0	what waspreceded by Faith Militant raid on the Red Keep	:Faith_Militant_raid_on_the_Red_Keep	:Trial_by_Seven_of_Maegor_Targaryen
0	1	0	0	what a conflict of Faith Militant raid on the Red Keep is	:Faith_Militant_raid_on_the_Red_Keep	:Faith_Militant_uprising
1	1	0	0	what second side of Faith Militant raid on the Red Keep is	:Faith_Militant_raid_on_the_Red_Keep	:Faith_Militant
2	1	0	0	location of Faith Militant raid on the Red Keep	:Faith_Militant_raid_on_the_Red_Keep	:King's_Landing,:Westeros,:Red_Keep
0	1	0	0	those allied with Khal	:Khal	:Doreah,:Irri,:Rakharo,:Qhono,:Moro's_wife_1,:Kovarro,:Aggo
1	1	0	0	whose title is Khal	:Khal	:Moro,:Bharbo,:Forzho,:Rhalko,:Qorro,:Brozho
0	1	0	0	died from Khal	:Khal	:Viserys_Targaryen
0	1	0	0	the season that Kitty Frey appeared in	:Kitty_Frey	:Season_6
0	1	0	0	whose mother is Kitty Frey	:Kitty_Frey	:Roslin_Tully,:Lothar_Frey,:Walda_Frey_(The_Rains_of_Castamere),:Derwa_Frey,:Waldra_Frey,:Olyvar_Frey,:Arwaya_Frey
1	1	0	0	culture of Kitty Frey	:Kitty_Frey	:Andals
2	1	0	0	episode Kitty Frey first appeared in	:Kitty_Frey	:Blood_of_My_Blood
0	1	0	0	whose spouse is Tywin Lannister	:Tywin_Lannister	:Joanna_Lannister
0	1	0	0	allegiance of Tywin Lannister	:Tywin_Lannister	:House_Lannister
1	1	0	0	father of Tywin Lannister	:Tywin_Lannister	:Tytos_Lannister
2	1	0	0	last of Tywin Lannister	:Tywin_Lannister	:The_Children,:The_Wars_to_Come
0	1	0	0	what is after Battle of Winterfell	:Battle_of_Winterfell	:Assassination_of_Myrcella_Baratheon
0	1	0	0	died in Battle of Winterfell for first side	:Battle_of_Winterfell	:Myranda,:Simpson,:Gordy
1	1	0	0	first side casualty of Battle of Winterfell	:Battle_of_Winterfell	:Stannis_Baratheon,:King_of_the_Andals,_the_Rhoynar,_and_the_First_Men
2	1	0	0	Battle of Winterfell is a battle of	:Battle_of_Winterfell	:War_of_the_Five_Kings
0	1	0	0	culture of Terrence Toyne	:Terrence_Toyne	:Andals
0	1	0	0	allegiance of Terrence Toyne	:Terrence_Toyne	:Kingsguard
1	1	0	0	episode where Terrence Toyne was mentioned in	:Terrence_Toyne	:Oathkeeper
2	1	0	0	the season that Terrence Toyne appeared in	:Terrence_Toyne	:Season_4
